"CD_NOM";"LB_NOM";"LB_AUTHOR";"INHERITED_FROM";"LB_NOM_INHERITED_FROM";"LB_AUTEUR_INHERITED_FROM";"ORIGIN";"KINGDOM";"PHYLUM";"CLASS";"ORDER";"FAMILY";"SUBFAMILY";"TRIBE";"GENUS";"GROUP1_INPN";"GROUP2_INPN";"GROUP3_INPN";"GENERATION_PER_YEAR";"STATISTIC";"GEOGRAPHIC_EXTENT";"MIN_ALTITUDE_IN_M";"MAX_ALTITUDE_IN_M";"SOURCE";"DATASET_ID";"DATASET_TITLE";"CD_TRAIT";"STATISTIC_ID";"GEOGRAPHIC_EXTENT_ID";"SOURCE_ID"
239394;"Andrena nigriceps";"(Kirby, 1802)";239394;"Andrena nigriceps";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949754;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239396;"Andrena nigroolivacea";"Dours, 1873";239396;"Andrena nigroolivacea";"Dours, 1873";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949756;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239397;"Andrena nigrospina";"Thomson, 1872";239397;"Andrena nigrospina";"Thomson, 1872";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949758;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239399;"Andrena nitida";"(Müller, 1776)";239399;"Andrena nitida";"(Müller, 1776)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949760;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239400;"Andrena nitidula";"Pérez, 1903";239400;"Andrena nitidula";"Pérez, 1903";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949764;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239401;"Andrena nitidiuscula";"Schenck, 1853";239401;"Andrena nitidiuscula";"Schenck, 1853";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949762;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239402;"Andrena niveata";"Friese, 1887";239402;"Andrena niveata";"Friese, 1887";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949766;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239404;"Andrena nuptialis";"Pérez, 1902";239404;"Andrena nuptialis";"Pérez, 1902";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949768;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239405;"Andrena nycthemera";"Imhoff, 1868";239405;"Andrena nycthemera";"Imhoff, 1868";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949770;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239406;"Andrena orbitalis";"Morawitz, 1871";239406;"Andrena orbitalis";"Morawitz, 1871";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;"";"";NA;NA;"Scheuchl, E. 2014. Personnal communication. In: Aubouin, L., Genoud, D., Givord-Coupeau, B., Tercerie, S., Gargominy, O., Leclercq, V., Geslin, B., Schatz, B. 2024. BeeFunc : a comprehensive trait database for French wild bees.";"2.0";"Abeilles";949772;"";"";"https://taxref.mnhn.fr/taxref-web/docs/447699"
239407;"Andrena ovatula";"(Kirby, 1802)";239407;"Andrena ovatula";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949774;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239408;"Andrena pallitarsis";"Pérez, 1903";239408;"Andrena pallitarsis";"Pérez, 1903";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949776;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239409;"Andrena pandellei";"Pérez, 1895";239409;"Andrena pandellei";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949778;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239410;"Andrena panurgina";"De Stefani, 1889";239410;"Andrena panurgina";"De Stefani, 1889";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"<br />Roberts, S. 2014.<em> Andrena panurgina. The IUCN Red List of Threatened Species 2014: e.T19198697A19201410</em>. https://www.iucnredlist.org/fr/species/19198697/19201410";"2.0";"Abeilles";949780;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444773"
239411;"Andrena parviceps";"Kriechbaumer, 1873";239411;"Andrena parviceps";"Kriechbaumer, 1873";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;"";"";NA;NA;"Amiet, F., Herrmann, M, Müller, A. &amp; Neumeyer, R. 2010. Apidae 6 –&nbsp;<em>Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica&nbsp;</em>26 : 1-317.";"2.0";"Abeilles";949782;"";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239412;"Andrena paucisquama";"Noskiewicz, 1924";239412;"Andrena paucisquama";"Noskiewicz, 1924";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949784;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239413;"Andrena pellucens";"Pérez, 1895";239413;"Andrena pellucens";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"<br />Roberts, S. 2014. <em>Andrena pellucens. The IUCN Red List of Threatened Species 2014</em>: e.T19199351A19201445. https://www.iucnredlist.org/fr/species/19199351/19201445";"2.0";"Abeilles";949792;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444772"
239414;"Andrena pilipes";"Fabricius, 1781";239414;"Andrena pilipes";"Fabricius, 1781";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;"";"";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";949794;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444912"
239415;"Andrena polita";"Smith, 1847";239415;"Andrena polita";"Smith, 1847";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949796;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239416;"Andrena potentillae";"Panzer, 1808";239416;"Andrena potentillae";"Panzer, 1808";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949798;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239417;"Andrena praecox";"(Scopoli, 1763)";239417;"Andrena praecox";"(Scopoli, 1763)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949800;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239418;"Andrena proxima";"(Kirby, 1802)";239418;"Andrena proxima";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949802;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239419;"Andrena pusilla";"Pérez, 1903";239419;"Andrena pusilla";"Pérez, 1903";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;"";"";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";949804;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444912"
239420;"Andrena ranunculi";"Schmiedeknecht, 1884";239420;"Andrena ranunculi";"Schmiedeknecht, 1884";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"<br />Roberts, S. 2014. <em>Andrena ranunculi (Europe assessment). The IUCN Red List of Threatened Species 2014</em>: e.T19199177A19201540. Accessed on 15 March 2024. https://www.iucnredlist.org/fr/species/19199177/19201540";"2.0";"Abeilles";949806;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444775"
239421;"Andrena ranunculorum";"Morawitz, 1877";239421;"Andrena ranunculorum";"Morawitz, 1877";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949808;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239422;"Andrena rhenana";"Stoeckhert, 1930";239422;"Andrena rhenana";"Stoeckhert, 1930";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949810;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239423;"Andrena rogenhoferi";"Morawitz, 1872";239423;"Andrena rogenhoferi";"Morawitz, 1872";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949812;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239424;"Andrena rosae";"Panzer, 1800";239424;"Andrena rosae";"Panzer, 1800";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949814;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239426;"Andrena ruficrus";"Nylander, 1848";239426;"Andrena ruficrus";"Nylander, 1848";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949816;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239427;"Andrena rufizona";"Imhoff, 1834";239427;"Andrena rufizona";"Imhoff, 1834";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949818;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239428;"Andrena rufula";"Schmiedeknecht, 1883";239428;"Andrena rufula";"Schmiedeknecht, 1883";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949820;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239430;"Andrena rugulosa";"Stöckhert, 1935";239430;"Andrena rugulosa";"Stöckhert, 1935";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949822;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239431;"Andrena sardoa";"Lepeletier, 1841";239431;"Andrena sardoa";"Lepeletier, 1841";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"<br />Roberts, S. 2014. <em>Andrena sardoa. The IUCN Red List of Threatened Species 2014</em>: e.T19199226A19201660. https://www.iucnredlist.org/fr/species/19199226/19201660";"2.0";"Abeilles";949824;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444776"
239432;"Andrena savignyi";"Spinola, 1838";239432;"Andrena savignyi";"Spinola, 1838";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"<br />Roberts, S. 2014. <em>Andrena savignyi. The IUCN Red List of Threatened Species 2014</em>: e.T19199406A19201665. https://www.iucnredlist.org/fr/species/19199406/19201665";"2.0";"Abeilles";949826;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444777"
239433;"Andrena saxonica";"Stöckhert, 1935";239433;"Andrena saxonica";"Stöckhert, 1935";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949828;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239434;"Andrena schencki";"Morawitz, 1866";239434;"Andrena schencki";"Morawitz, 1866";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949830;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239435;"Andrena semilaevis";"Pérez, 1903";239435;"Andrena semilaevis";"Pérez, 1903";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949832;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239436;"Andrena senecionis";"Pérez, 1895";239436;"Andrena senecionis";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";949834;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444912"
239437;"Andrena sericata";"Imhoff, 1868";239437;"Andrena sericata";"Imhoff, 1868";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949836;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239439;"Andrena simillima";"Smith, 1851";239439;"Andrena simillima";"Smith, 1851";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949838;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239440;"Andrena simontornyella";"Noskiewicz, 1939";239440;"Andrena simontornyella";"Noskiewicz, 1939";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949840;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239442;"Andrena spreta";"Pérez, 1895";239442;"Andrena spreta";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;"";"";NA;NA;"Amiet, F., Herrmann, M, Müller, A. &amp; Neumeyer, R. 2010. Apidae 6 –&nbsp;<em>Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica&nbsp;</em>26 : 1-317.";"2.0";"Abeilles";949614;"";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239442;"Andrena spreta";"Pérez, 1895";239442;"Andrena spreta";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";949842;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444912"
239443;"Andrena stabiana";"Morice, 1899";239443;"Andrena stabiana";"Morice, 1899";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949844;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239444;"Andrena strohmella";"Stoeckhert, 1928";239444;"Andrena strohmella";"Stoeckhert, 1928";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949846;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239445;"Andrena subopaca";"Nylander, 1848";239445;"Andrena subopaca";"Nylander, 1848";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949848;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239446;"Andrena suerinensis";"Friese, 1884";239446;"Andrena suerinensis";"Friese, 1884";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949850;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239447;"Andrena symphyti";"Schmiedeknecht, 1883";239447;"Andrena symphyti";"Schmiedeknecht, 1883";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949852;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239448;"Andrena synadelpha";"Perkins, 1914";239448;"Andrena synadelpha";"Perkins, 1914";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949854;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239450;"Andrena tarsata";"Nylander, 1848";239450;"Andrena tarsata";"Nylander, 1848";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";949856;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
