"CD_NOM";"LB_NOM";"LB_AUTHOR";"INHERITED_FROM";"LB_NOM_INHERITED_FROM";"LB_AUTEUR_INHERITED_FROM";"ORIGIN";"KINGDOM";"PHYLUM";"CLASS";"ORDER";"FAMILY";"SUBFAMILY";"TRIBE";"GENUS";"GROUP1_INPN";"GROUP2_INPN";"GROUP3_INPN";"GENERATION_PER_YEAR";"STATISTIC";"GEOGRAPHIC_EXTENT";"MIN_ALTITUDE_IN_M";"MAX_ALTITUDE_IN_M";"SOURCE";"DATASET_ID";"DATASET_TITLE";"CD_TRAIT";"STATISTIC_ID";"GEOGRAPHIC_EXTENT_ID";"SOURCE_ID"
240062;"Osmia labialis";"Pérez, 1880";240062;"Osmia labialis";"Pérez, 1880";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950867;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240064;"Osmia latreillei";"(Spinola, 1806)";240064;"Osmia latreillei";"(Spinola, 1806)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950869;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240065;"Osmia leaiana";"(Kirby, 1802)";240065;"Osmia leaiana";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";2;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950871;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240067;"Osmia melanogaster";"Spinola, 1807";240067;"Osmia melanogaster";"Spinola, 1807";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";950875;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444912"
240071;"Osmia nigriventris";"(Zetterstedt, 1838)";240071;"Osmia nigriventris";"(Zetterstedt, 1838)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950881;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240072;"Osmia niveata";"(Fabricius, 1804)";240072;"Osmia niveata";"(Fabricius, 1804)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";950883;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444912"
240074;"Osmia parietina";"Curtis, 1828";240074;"Osmia parietina";"Curtis, 1828";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950885;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240075;"Osmia pilicornis";"Smith, 1846";240075;"Osmia pilicornis";"Smith, 1846";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950887;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240077;"Osmia signata";"Erichson in Waltl, 1835";240077;"Osmia signata";"Erichson in Waltl, 1835";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";950893;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444912"
240078;"Osmia submicans";"Morawitz, 1870";240078;"Osmia submicans";"Morawitz, 1870";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";2;"";"";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";950897;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444912"
240080;"Osmia uncinata";"Gerstäcker, 1869";240080;"Osmia uncinata";"Gerstäcker, 1869";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950901;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240081;"Osmia versicolor";"Latreille, 1811";240081;"Osmia versicolor";"Latreille, 1811";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950903;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240083;"Osmia viridana";"Morawitz, 1873";240083;"Osmia viridana";"Morawitz, 1873";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950905;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240084;"Osmia xanthomelana";"(Kirby, 1802)";240084;"Osmia xanthomelana";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950907;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240086;"Panurgus banksianus";"(Kirby, 1802)";240086;"Panurgus banksianus";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Panurginae";"Panurgini";"Panurgus";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950911;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240087;"Panurgus calcaratus";"(Scopoli, 1763)";240087;"Panurgus calcaratus";"(Scopoli, 1763)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Panurginae";"Panurgini";"Panurgus";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";950913;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444912"
240088;"Panurgus canescens";"Latreille, 1811";240088;"Panurgus canescens";"Latreille, 1811";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Panurginae";"Panurgini";"Panurgus";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";950915;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444912"
240091;"Panurgus dentipes";"Latreille, 1811";240091;"Panurgus dentipes";"Latreille, 1811";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Panurginae";"Panurgini";"Panurgus";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";950917;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444912"
240093;"Pasites maculatus";"Jurine, 1807";240093;"Pasites maculatus";"Jurine, 1807";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Ammobatini";"Pasites";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950919;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240095;"Protosmia minutula";"(Pérez, 1896)";240095;"Protosmia minutula";"(Pérez, 1896)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Protosmia";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950923;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240097;"Pseudoanthidium eximium";"(Giraud, 1863)";240097;"Pseudoanthidium eximium";"(Giraud, 1863)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Pseudoanthidium";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Amiet, F., Herrmann, M., Müller, A., Neumeyer, R. 2004.<em> Apidae 4: Anthidium, Chelostoma, Coelioxys, Dioxys, Heriades, Lithurgus, Megachile, Osmia, Stelis</em>. Fauna Helvetica 9. 273 pp.";"2.0";"Abeilles";950925;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444858"
240099;"Pseudoanthidium melanurum";"(Klug, 1832)";240099;"Pseudoanthidium melanurum";"(Klug, 1832)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Pseudoanthidium";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950927;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240101;"Rhodanthidium caturigense";"(Giraud, 1863)";240101;"Rhodanthidium caturigense";"(Giraud, 1863)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Rhodanthidium";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950933;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240102;"Rhodanthidium infuscatum";"(Erichson in Waltl, 1835)";240102;"Rhodanthidium infuscatum";"(Erichson in Waltl, 1835)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Rhodanthidium";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Genoud, D. 2024. Personnal communication. In: Aubouin, L., Genoud, D., Givord-Coupeau, B., Tercerie, S., Gargominy, O., Leclercq, V., Henry, M., Guilbaud, L., Geslin, B., Schatz, B. 2025. BeeFunc: a comprehensive trait database for French bees.";"2.0";"Abeilles";950935;"";"";"https://taxref.mnhn.fr/taxref-web/docs/447698"
240104;"Rhodanthidium septemdentatum";"(Latreille, 1809)";240104;"Rhodanthidium septemdentatum";"(Latreille, 1809)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Rhodanthidium";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";950937;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444912"
240107;"Rophites algirus";"Pérez, 1895";240107;"Rophites algirus";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Rophitinae";"";"Rophites";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950941;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240109;"Rophites quinquespinosus";"Spinola, 1807";240109;"Rophites quinquespinosus";"Spinola, 1807";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Rophitinae";"";"Rophites";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950943;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240110;"Sphecodes albilabris";"(Fabricius, 1793)";240110;"Sphecodes albilabris";"(Fabricius, 1793)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";950963;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444912"
240111;"Sphecodes alternatus";"Smith, 1853";240111;"Sphecodes alternatus";"Smith, 1853";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950965;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240112;"Sphecodes crassanus";"Warncke, 1992";240112;"Sphecodes crassanus";"Warncke, 1992";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950967;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240113;"Sphecodes crassus";"Thomson, 1870";240113;"Sphecodes crassus";"Thomson, 1870";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950969;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240114;"Sphecodes cristatus";"Hagens, 1882";240114;"Sphecodes cristatus";"Hagens, 1882";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950971;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240115;"Sphecodes croaticus";"Meyer, 1922";240115;"Sphecodes croaticus";"Meyer, 1922";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950973;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240116;"Sphecodes dusmeti";"Blüthgen, 1924";240116;"Sphecodes dusmeti";"Blüthgen, 1924";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950975;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240117;"Sphecodes ephippius";"(Linnaeus, 1767)";240117;"Sphecodes ephippius";"(Linnaeus, 1767)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950977;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240118;"Sphecodes ferruginatus";"Hagens, 1882";240118;"Sphecodes ferruginatus";"Hagens, 1882";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950979;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240119;"Sphecodes geoffrellus";"(Kirby, 1802)";240119;"Sphecodes geoffrellus";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950981;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240120;"Sphecodes gibbus";"(Linnaeus, 1758)";240120;"Sphecodes gibbus";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950983;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240121;"Sphecodes hyalinatus";"Hagens, 1882";240121;"Sphecodes hyalinatus";"Hagens, 1882";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950985;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240122;"Sphecodes longulus";"Hagens, 1882";240122;"Sphecodes longulus";"Hagens, 1882";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";950989;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444912"
240123;"Sphecodes majalis";"Pérez, 1903";240123;"Sphecodes majalis";"Pérez, 1903";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950991;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240124;"Sphecodes marginatus";"Hagens, 1882";240124;"Sphecodes marginatus";"Hagens, 1882";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950993;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240125;"Sphecodes miniatus";"Hagens, 1882";240125;"Sphecodes miniatus";"Hagens, 1882";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950995;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240126;"Sphecodes monilicornis";"(Kirby, 1802)";240126;"Sphecodes monilicornis";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), <em>Sci. Rep. Port Cros national Park</em>, 30: 95-143.";"2.0";"Abeilles";950997;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444912"
240127;"Sphecodes niger";"Hagens, 1874";240127;"Sphecodes niger";"Hagens, 1874";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";950999;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240129;"Sphecodes pellucidus";"Smith, 1845";240129;"Sphecodes pellucidus";"Smith, 1845";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";951001;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240130;"Sphecodes pseudofasciatus";"Blüthgen, 1925";240130;"Sphecodes pseudofasciatus";"Blüthgen, 1925";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";951003;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240131;"Sphecodes puncticeps";"Thomson, 1870";240131;"Sphecodes puncticeps";"Thomson, 1870";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";951005;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
240132;"Sphecodes reticulatus";"Thomson, 1870";240132;"Sphecodes reticulatus";"Thomson, 1870";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;"";"";NA;NA;"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";951007;"";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
