"CD_NOM";"LB_NOM";"LB_AUTHOR";"INHERITED_FROM";"LB_NOM_INHERITED_FROM";"LB_AUTEUR_INHERITED_FROM";"ORIGIN";"KINGDOM";"PHYLUM";"CLASS";"ORDER";"FAMILY";"SUBFAMILY";"TRIBE";"GENUS";"GROUP1_INPN";"GROUP2_INPN";"GROUP3_INPN";"SUBSTRATE";"COMPACTION";"SOURCE";"DATASET_TITLE";"SOURCE_ID"
239546;"Bombus muscorum";"(Linnaeus, 1758)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"soil";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
53099;"Bombus pascuorum";"(Scopoli, 1763)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"wood";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
53099;"Bombus pascuorum";"(Scopoli, 1763)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"soil";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239549;"Bombus pomorum";"(Panzer, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"soil";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
53100;"Bombus pratorum";"(Linnaeus, 1761)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"moss";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
53100;"Bombus pratorum";"(Linnaeus, 1761)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"soil";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239550;"Bombus pyrenaeus";"Perez, 1880";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"wood";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239552;"Bombus ruderatus";"(Fabricius, 1775)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"soil";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239554;"Bombus sichelii";"Radoszkowski, 1859";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"soil";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239555;"Bombus soroeensis";"(Fabricius, 1777)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"soil";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239556;"Bombus subterraneus";"(Linnaeus, 1758)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"soil";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
53103;"Bombus sylvarum";"(Linnaeus, 1761)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"soil";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
53104;"Bombus terrestris";"(Linnaeus, 1758)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"soil";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239559;"Bombus veteranus";"(Fabricius, 1793)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"moss";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239559;"Bombus veteranus";"(Fabricius, 1793)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"soil";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239560;"Bombus wurflenii";"Radoszkowski, 1859";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"soil";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239561;"Camptopoeum nasutum";"(Spinola, 1838)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Panurginae";"Panurgini";"Camptopoeum";NA;NA;NA;"soil";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239562;"Ceratina callosa";"(Fabricius, 1794)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Xylocopinae";"Ceratinini";"Ceratina";NA;NA;NA;"stem";NA;"Daly, H.V. 1983. Taxonomy and ecology of Ceratinini of North Africa and the Iberian Peninsula (Hymenoptera: Apoidea). Systematic Entomology, 8: 29-62.";"Abeilles";"447750"
239563;"Ceratina chalcites";"Germar, 1839";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Xylocopinae";"Ceratinini";"Ceratina";NA;NA;NA;"wood";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239563;"Ceratina chalcites";"Germar, 1839";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Xylocopinae";"Ceratinini";"Ceratina";NA;NA;NA;"stem";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239564;"Ceratina chalybea";"Chevrier, 1872";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Xylocopinae";"Ceratinini";"Ceratina";NA;NA;NA;"stem";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239565;"Ceratina cucurbitina";"(Rossi, 1792)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Xylocopinae";"Ceratinini";"Ceratina";NA;NA;NA;"stem";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239566;"Ceratina cyanea";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Xylocopinae";"Ceratinini";"Ceratina";NA;NA;NA;"wood";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239566;"Ceratina cyanea";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Xylocopinae";"Ceratinini";"Ceratina";NA;NA;NA;"stem";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239567;"Ceratina dallatorreana";"Friese, 1896";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Xylocopinae";"Ceratinini";"Ceratina";NA;NA;NA;"wood";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239567;"Ceratina dallatorreana";"Friese, 1896";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Xylocopinae";"Ceratinini";"Ceratina";NA;NA;NA;"stem";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239569;"Ceratina gravidula";"Gerstacker, 1869";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Xylocopinae";"Ceratinini";"Ceratina";NA;NA;NA;"wood";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239569;"Ceratina gravidula";"Gerstacker, 1869";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Xylocopinae";"Ceratinini";"Ceratina";NA;NA;NA;"stem";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239571;"Ceratina nigrolabiata";"Friese, 1896";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Xylocopinae";"Ceratinini";"Ceratina";NA;NA;NA;"wood";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239571;"Ceratina nigrolabiata";"Friese, 1896";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Xylocopinae";"Ceratinini";"Ceratina";NA;NA;NA;"stem";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239572;"Ceratina parvula";"Smith, 1854";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Xylocopinae";"Ceratinini";"Ceratina";NA;NA;NA;"stem";NA;"Le Goff, G. 1995. Ceratina parvula Smith en Rousillon (Apoidea - Xylocopinae). L'Entomologiste, 51(6): 267-272.";"Abeilles";"447751"
239572;"Ceratina parvula";"Smith, 1854";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Xylocopinae";"Ceratinini";"Ceratina";NA;NA;NA;"stem";NA;"Le Goff G. & Terzo M. 1999. Nouvelles observations sur Ceratina parvula Smith en France et en péninsule ibérique (Hymenoptera, Xylocopinae). Bulletin de la société entomologique de France, 104: 53-58";"Abeilles";"444668"
239573;"Ceylalictus variegatus";"(Olivier, 1789)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Nomioidinae";NA;"Ceylalictus";NA;NA;NA;"soil";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239584;"Chelostoma campanularum";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";NA;NA;NA;"dead wood";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239584;"Chelostoma campanularum";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";NA;NA;NA;"stem";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239586;"Chelostoma distinctum";"(Stockhert, 1929)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";NA;NA;NA;"dead wood";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239588;"Chelostoma florisomne";"(Linnaeus, 1758)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";NA;NA;NA;"dead wood";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239590;"Chelostoma grande";"(Nylander, 1852)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";NA;NA;NA;"dead wood";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239590;"Chelostoma grande";"(Nylander, 1852)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";NA;NA;NA;"stem";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
808462;"Chelostoma mocsaryi";"Schletterer, 1889";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";NA;NA;NA;"wood";NA;"Müller, A. 2018. Palaearctic Osmiine Bees. ETH Zürich. http://blogs.ethz.ch/osmiini";"Abeilles";"444698"
808462;"Chelostoma mocsaryi";"Schletterer, 1889";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";NA;NA;NA;"stem";NA;"Müller, A. 2018. Palaearctic Osmiine Bees. ETH Zürich. http://blogs.ethz.ch/osmiini";"Abeilles";"444698"
239594;"Chelostoma rapunculi";"(Lepeletier, 1841)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";NA;NA;NA;"dead wood";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239594;"Chelostoma rapunculi";"(Lepeletier, 1841)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";NA;NA;NA;"soil";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239614;"Colletes abeillei";"Perez, 1903";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;"sand";NA;"Janvier, H. 1980. Comportements d'abeilles Colletidae (Hymenoptera). Memoire original diffuse par l'auteur, 344 pp";"Abeilles";"447574"
239616;"Colletes albomaculatus";"(Lucas, 1848)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;"silt";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239616;"Colletes albomaculatus";"(Lucas, 1848)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;"sand";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
317802;"Colletes brevigena";"Noskiewicz, 1936";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;"silt";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239620;"Colletes collaris";"Dours, 1872";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;"silt";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239620;"Colletes collaris";"Dours, 1872";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;"sand";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239621;"Colletes cunicularius";"(Linnaeus, 1761)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;"silt";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
53110;"Colletes daviesanus";"Smith, 1846";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;"silt";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
53110;"Colletes daviesanus";"Smith, 1846";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;"sand";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239625;"Colletes fodiens";"(Geoffroy in Fourcroy, 1785)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;"silt";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239625;"Colletes fodiens";"(Geoffroy in Fourcroy, 1785)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;"sand";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239628;"Colletes halophilus";"Verhoeff, 1944";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;"sand";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
317811;"Colletes hederae";"Schmidt & Westrich, 1993";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;"silt";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
317811;"Colletes hederae";"Schmidt & Westrich, 1993";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;"sand";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239632;"Colletes marginatus";"Smith, 1846";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;"sand";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239636;"Colletes similis";"Schenck, 1853";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";NA;NA;NA;"sand";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239640;"Dasypoda argentata";"Panzer, 1809";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Melittidae";"Dasypodainae";NA;"Dasypoda";NA;NA;NA;"sand";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239642;"Dasypoda crassicornis";"Friese, 1896";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Melittidae";"Dasypodainae";NA;"Dasypoda";NA;NA;NA;"sand";NA;"Michez, D. & Nieto, A. 2012. Dasypoda dusmeti. The IUCN Red List of Threatened Species 2012: e.T13322486A13324669.";"Abeilles";"447752"
653777;"Dasypoda hirtipes";"(Fabricius, 1793)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Melittidae";"Dasypodainae";NA;"Dasypoda";NA;NA;NA;"silt";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
653777;"Dasypoda hirtipes";"(Fabricius, 1793)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Melittidae";"Dasypodainae";NA;"Dasypoda";NA;NA;NA;"sand";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239650;"Dufourea dentiventris";"(Nylander, 1848)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Rophitinae";NA;"Dufourea";NA;NA;NA;"clay";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239650;"Dufourea dentiventris";"(Nylander, 1848)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Rophitinae";NA;"Dufourea";NA;NA;NA;"sand";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239651;"Dufourea halictula";"(Nylander, 1852)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Rophitinae";NA;"Dufourea";NA;NA;NA;"moss";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239651;"Dufourea halictula";"(Nylander, 1852)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Rophitinae";NA;"Dufourea";NA;NA;NA;"sand";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239665;"Eucera clypeata";"Erichson in Waltl, 1835";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Eucerinae";"Eucerini";"Eucera";NA;NA;NA;"clay";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239665;"Eucera clypeata";"Erichson in Waltl, 1835";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Eucerinae";"Eucerini";"Eucera";NA;NA;NA;"sand";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239678;"Eucera longicornis";"(Linnaeus, 1758)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Eucerinae";"Eucerini";"Eucera";NA;NA;NA;"clay";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239678;"Eucera longicornis";"(Linnaeus, 1758)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Eucerinae";"Eucerini";"Eucera";NA;NA;NA;"sand";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239679;"Eucera nigrescens";"Perez, 1880";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Eucerinae";"Eucerini";"Eucera";NA;NA;NA;"clay";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239679;"Eucera nigrescens";"Perez, 1880";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Eucerinae";"Eucerini";"Eucera";NA;NA;NA;"sand";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
239697;"Halictus fulvipes";"(Klug in Germar, 1817)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Halictus";NA;NA;NA;"clay";NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";"444787"
