"BeeFuncID";"VALID_NAME";"CD_NOM";"LB_NOM";"LB_AUTHOR";"INHERITED_FROM";"LB_NOM_INHERITED_FROM";"LB_AUTEUR_INHERITED_FROM";"ORIGIN";"KINGDOM";"PHYLUM";"CLASS";"ORDER";"FAMILY";"SUBFAMILY";"TRIBE";"GENUS";"GROUP1_INPN";"GROUP2_INPN";"GROUP3_INPN";"LENGTH";"UNIT";"DIMENSION";"STATISTIC";"ANATOMICAL_ENTITY";"CORRESPONDING_ORTHOGONAL";"GENDER";"BIOLOGICAL_STAGE";"CASTE";"GEOGRAPHIC_EXTENT";"SOURCE";"DATASET_ID";"DATASET_TITLE";"CD_TRAIT";"UNIT_ID";"DIMENSION_ID";"STATISTIC_ID";"ANATOMICAL_ENTITY_ID";"GENDER_ID";"BIOLOGICAL_STAGE_ID";"CASTE_ID";"GEOGRAPHIC_EXTENT_ID";"SOURCE_ID"
"bfTon1";"Bombus gerstaeckeri Morawitz, 1881";"239535";"Bombus gerstaeckeri";"Morawitz, 1881";239535;"Bombus gerstaeckeri";"Morawitz, 1881";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";18,7;"mm";"length";"mean";"body > head > tongue";NA;NA;"adult";NA;NA;"Ponchau, O., Iserbyt, S., Verhaeghe, J. & Rasmont, P. 2006. Is the caste-ratio of the oligolectic bumblebeeBombus gerstaeckeriMorawitz (Hymenoptera: Apidae) biased to queens?. Annales de la Société entomologique de France (N.S.), 42(2): 207-214.";2;"Abeilles";900797;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/430";"https://taxref.mnhn.fr/taxref-web/traits/values/1598";NA;"https://taxref.mnhn.fr/taxref-web/traits/values/50";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444731"
