"BeeFuncID";"VALID_NAME";"CD_NOM";"LB_NOM";"LB_AUTHOR";"INHERITED_FROM";"LB_NOM_INHERITED_FROM";"LB_AUTEUR_INHERITED_FROM";"ORIGIN";"KINGDOM";"PHYLUM";"CLASS";"ORDER";"FAMILY";"SUBFAMILY";"TRIBE";"GENUS";"GROUP1_INPN";"GROUP2_INPN";"GROUP3_INPN";"NEST_TYPE";"PARASITISM_TYPE";"SOURCE";"DATASET_TITLE";"SOURCE_ID"
"bfNestTyp179";"Anthophora dispar Lepeletier, 1841";"239495";"Anthophora dispar";"Lepeletier, 1841";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";NA;NA;NA;"excavated";"";"Genoud D. 2016. Diversite des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";"Abeilles";444912
"bfNestTyp180";"Anthophora femorata (Olivier, 1789)";"239497";"Anthophora femorata";"(Olivier, 1789)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";NA;NA;NA;"excavated";"";"Genoud D. 2016. Diversite des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";"Abeilles";444912
"bfNestTyp181";"Anthophora fulvitarsis Brulle, 1832";"239498";"Anthophora fulvitarsis";"Brulle, 1832";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";NA;NA;NA;"excavated";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp182";"Anthophora furcata (Panzer, 1798)";"239500";"Anthophora furcata";"(Panzer, 1798)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";NA;NA;NA;"excavated";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp183";"Anthophora mucida Gribodo, 1873";"239504";"Anthophora mucida";"Gribodo, 1873";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";NA;NA;NA;"excavated";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp184";"Anthophora plagiata (Illiger, 1806)";"239507";"Anthophora plagiata";"(Illiger, 1806)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";NA;NA;NA;"excavated";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp185";"Anthophora plumipes (Pallas, 1772)";"239508";"Anthophora plumipes";"(Pallas, 1772)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";NA;NA;NA;"preexisting cavities";"";"Genoud D. 2016. Diversite des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";"Abeilles";444912
"bfNestTyp186";"Anthophora plumipes (Pallas, 1772)";"239508";"Anthophora plumipes";"(Pallas, 1772)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";NA;NA;NA;"excavated";"";"Genoud D. 2016. Diversite des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";"Abeilles";444912
"bfNestTyp187";"Anthophora pubescens (Fabricius, 1781)";"239510";"Anthophora pubescens";"(Fabricius, 1781)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";NA;NA;NA;"excavated";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp188";"Anthophora quadrimaculata (Panzer, 1798)";"239513";"Anthophora quadrimaculata";"(Panzer, 1798)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";NA;NA;NA;"excavated";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp189";"Anthophora retusa (Linnaeus, 1758)";"239514";"Anthophora retusa";"(Linnaeus, 1758)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Anthophorinae";NA;"Anthophora";NA;NA;NA;"excavated";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp190";"Apis mellifera Linnaeus, 1758";"239523";"Apis mellifera";"Linnaeus, 1758";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Apini";"Apis";NA;NA;NA;"preexisting cavities";"";"Genoud D. 2016. Diversite des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";"Abeilles";444912
"bfNestTyp191";"Biastes brevicornis (Panzer, 1797)";"239524";"Biastes brevicornis";"(Panzer, 1797)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Biastini";"Biastes";NA;NA;NA;"parasite";"kleptoparasite";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp192";"Biastes emarginatus (Schenck, 1853)";"239525";"Biastes emarginatus";"(Schenck, 1853)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Biastini";"Biastes";NA;NA;NA;"parasite";"kleptoparasite";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp193";"Biastes truncatus (Nylander, 1848)";"317744";"Biastes truncatus";"(Nylander, 1848)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Biastini";"Biastes";NA;NA;NA;"parasite";"kleptoparasite";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp194";"Bombus alpinus (Linnaeus, 1758)";"239526";"Bombus alpinus";"(Linnaeus, 1758)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp195";"Bombus argillaceus (Scopoli, 1763)";"239527";"Bombus argillaceus";"(Scopoli, 1763)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp196";"Bombus barbutellus (Kirby, 1802)";"239528";"Bombus barbutellus";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"parasite";"inquilin";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp197";"Bombus bohemicus Seidl, 1838";"239529";"Bombus bohemicus";"Seidl, 1838";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"parasite";"inquilin";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp198";"Bombus brodmannicus Vogt, 1909";"239530";"Bombus brodmannicus";"Vogt, 1909";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp199";"Bombus campestris (Panzer, 1800)";"239531";"Bombus campestris";"(Panzer, 1800)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"parasite";"inquilin";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp200";"Bombus confusus Schenck, 1861";"239532";"Bombus confusus";"Schenck, 1861";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp201";"Bombus confusus Schenck, 1861";"239532";"Bombus confusus";"Schenck, 1861";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"excavated";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp202";"Bombus cryptarum (Fabricius, 1775)";"718500";"Bombus cryptarum";"(Fabricius, 1775)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp203";"Bombus cryptarum (Fabricius, 1775)";"718500";"Bombus cryptarum";"(Fabricius, 1775)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"excavated";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp204";"Bombus cullumanus (Kirby, 1802)";"53093";"Bombus cullumanus";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"excavated";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp205";"Bombus distinguendus Morawitz, 1868";"239533";"Bombus distinguendus";"Morawitz, 1868";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp206";"Bombus distinguendus Morawitz, 1868";"239533";"Bombus distinguendus";"Morawitz, 1868";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"excavated";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp207";"Bombus flavidus Eversmann, 1852";"239534";"Bombus flavidus";"Eversmann, 1852";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"parasite";"inquilin";"Rasmont, P., Roberts, S., Cederberg, B., Radchenko, V. & Michez, D. 2015. Bombus flavidus. The IUCN Red List of Threatened Species 2015: e.T13340361A57347307.";"Abeilles";447749
"bfNestTyp208";"Bombus gerstaeckeri Morawitz, 1881";"239535";"Bombus gerstaeckeri";"Morawitz, 1881";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp209";"Bombus gerstaeckeri Morawitz, 1881";"239535";"Bombus gerstaeckeri";"Morawitz, 1881";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"excavated";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp210";"Bombus hortorum (Linnaeus, 1761)";"53095";"Bombus hortorum";"(Linnaeus, 1761)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp211";"Bombus humilis Illiger, 1806";"239536";"Bombus humilis";"Illiger, 1806";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp212";"Bombus hypnorum (Linnaeus, 1758)";"53096";"Bombus hypnorum";"(Linnaeus, 1758)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp213";"Bombus inexspectatus (Tkalcu, 1963)";"239537";"Bombus inexspectatus";"(Tkalcu, 1963)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"parasite";"inquilin";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp214";"Bombus jonellus (Kirby, 1802)";"239538";"Bombus jonellus";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp215";"Bombus jonellus (Kirby, 1802)";"239538";"Bombus jonellus";"(Kirby, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Genoud, D. 2019. Personnal communication. In: Aubouin, L., Genoud, D., Givord-Coupeau, B., Tercerie, S., Gargominy, O., Leclercq, V., Geslin, B., Schatz, B. 2024. BeeFunc : a comprehensive trait database for French wild bees.";"Abeilles";447702
"bfNestTyp216";"Bombus lapidarius (Linnaeus, 1758)";"53097";"Bombus lapidarius";"(Linnaeus, 1758)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp217";"Bombus lucorum (Linnaeus, 1761)";"53098";"Bombus lucorum";"(Linnaeus, 1761)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp218";"Bombus magnus Vogt, 1911";"239540";"Bombus magnus";"Vogt, 1911";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp219";"Bombus mendax Gerstacker, 1869";"239542";"Bombus mendax";"Gerstacker, 1869";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp220";"Bombus mesomelas Gerstacker, 1869";"239543";"Bombus mesomelas";"Gerstacker, 1869";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp221";"Bombus monticola Smith, 1849";"239544";"Bombus monticola";"Smith, 1849";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp222";"Bombus mucidus Gerstacker, 1869";"239545";"Bombus mucidus";"Gerstacker, 1869";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp223";"Bombus muscorum (Linnaeus, 1758)";"239546";"Bombus muscorum";"(Linnaeus, 1758)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp224";"Bombus norvegicus (Sparre-Schneider, 1918)";"239547";"Bombus norvegicus";"(Sparre-Schneider, 1918)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"parasite";"inquilin";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp225";"Bombus pascuorum (Scopoli, 1763)";"53099";"Bombus pascuorum";"(Scopoli, 1763)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp226";"Bombus pomorum (Panzer, 1802)";"239549";"Bombus pomorum";"(Panzer, 1802)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp227";"Bombus pratorum (Linnaeus, 1761)";"53100";"Bombus pratorum";"(Linnaeus, 1761)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp228";"Bombus pyrenaeus Perez, 1880";"239550";"Bombus pyrenaeus";"Perez, 1880";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp229";"Bombus quadricolor (Lepeletier, 1833)";"239551";"Bombus quadricolor";"(Lepeletier, 1833)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"parasite";"inquilin";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp230";"Bombus ruderarius (Muller, 1776)";"53101";"Bombus ruderarius";"(Muller, 1776)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp231";"Bombus ruderatus (Fabricius, 1775)";"239552";"Bombus ruderatus";"(Fabricius, 1775)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"excavated";"";"Genoud D. 2016. Diversite des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";"Abeilles";444912
"bfNestTyp232";"Bombus rupestris (Fabricius, 1793)";"239553";"Bombus rupestris";"(Fabricius, 1793)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"parasite";"inquilin";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp233";"Bombus sichelii Radoszkowski, 1859";"239554";"Bombus sichelii";"Radoszkowski, 1859";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp234";"Bombus soroeensis (Fabricius, 1777)";"239555";"Bombus soroeensis";"(Fabricius, 1777)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp235";"Bombus subterraneus (Linnaeus, 1758)";"239556";"Bombus subterraneus";"(Linnaeus, 1758)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp236";"Bombus sylvarum (Linnaeus, 1761)";"53103";"Bombus sylvarum";"(Linnaeus, 1761)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp237";"Bombus sylvestris (Lepeletier, 1833)";"239557";"Bombus sylvestris";"(Lepeletier, 1833)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"parasite";"inquilin";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp238";"Bombus terrestris (Linnaeus, 1758)";"53104";"Bombus terrestris";"(Linnaeus, 1758)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Genoud D. 2016. Diversite des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";"Abeilles";444912
"bfNestTyp239";"Bombus vestalis (Geoffroy in Fourcroy, 1785)";"239558";"Bombus vestalis";"(Geoffroy in Fourcroy, 1785)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"parasite";"inquilin";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp240";"Bombus veteranus (Fabricius, 1793)";"239559";"Bombus veteranus";"(Fabricius, 1793)";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
"bfNestTyp241";"Bombus mastrucatus Gerstäcker, 1869";"239560";"Bombus wurflenii";"Radoszkowski, 1859";NA;NA;NA;NA;NA;"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";NA;NA;NA;"preexisting cavities";"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"Abeilles";444787
