"BeeFuncID";"VALID_NAME";"CD_NOM";"LB_NOM";"LB_AUTHOR";"INHERITED_FROM";"LB_NOM_INHERITED_FROM";"LB_AUTEUR_INHERITED_FROM";"ORIGIN";"KINGDOM";"PHYLUM";"CLASS";"ORDER";"FAMILY";"SUBFAMILY";"TRIBE";"GENUS";"GROUP1_INPN";"GROUP2_INPN";"GROUP3_INPN";"BIOGEOGRAPHICAL_STATUS";"GEOGRAPHIC_EXTENT";"SOURCE";"DATASET_ID";"DATASET_TITLE";"CD_TRAIT";"BIOGEOGRAPHICAL_STATUS_ID";"GEOGRAPHIC_EXTENT_ID";"SOURCE_ID";"X";"X.1";"X.2"
"bfBio121";"Andrena orbitalis Morawitz, 1871";"239406";"Andrena orbitalis";"Morawitz, 1871";239406;"Andrena orbitalis";"Morawitz, 1871";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"méditerranéen";"Baldock, D., Wood, T., Cross, I. & Smit, J. 2018. The Bees of Portugal (Hymenoptera: Apoidea: Anthophila). Entomofauna Supplement 22: 1-164";2;"Abeilles";942853;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/REGBIOMED";"https://taxref.mnhn.fr/taxref-web/docs/307929";NA;NA;NA
"bfBio122";"Andrena ovatula (Kirby, 1802)";"239407";"Andrena ovatula";"(Kirby, 1802)";239407;"Andrena ovatula";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942856;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio123";"Andrena pallitarsis Perez, 1903";"239408";"Andrena pallitarsis";"Pérez, 1903";239408;"Andrena pallitarsis";"Pérez, 1903";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942862;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio124";"Andrena pandellei Perez, 1895";"239409";"Andrena pandellei";"Pérez, 1895";239409;"Andrena pandellei";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942865;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio125";"Andrena parviceps Kriechbaumer, 1873";"239411";"Andrena parviceps";"Kriechbaumer, 1873";239411;"Andrena parviceps";"Kriechbaumer, 1873";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942868;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio126";"Andrena paucisquama Noskiewicz, 1924";"239412";"Andrena paucisquama";"Noskiewicz, 1924";239412;"Andrena paucisquama";"Noskiewicz, 1924";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942871;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio127";"Andrena pilipes Fabricius, 1781";"239414";"Andrena pilipes";"Fabricius, 1781";239414;"Andrena pilipes";"Fabricius, 1781";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";942874;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444912";NA;NA;NA
"bfBio128";"Andrena polita Smith, 1847";"239415";"Andrena polita";"Smith, 1847";239415;"Andrena polita";"Smith, 1847";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942877;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio129";"Andrena potentillae Panzer, 1808";"239416";"Andrena potentillae";"Panzer, 1808";239416;"Andrena potentillae";"Panzer, 1808";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942880;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio130";"Andrena praecox (Scopoli, 1763)";"239417";"Andrena praecox";"(Scopoli, 1763)";239417;"Andrena praecox";"(Scopoli, 1763)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942883;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio131";"Andrena proxima (Kirby, 1802)";"239418";"Andrena proxima";"(Kirby, 1802)";239418;"Andrena proxima";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942889;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio132";"Andrena ranunculi Schmiedeknecht, 1884";"239420";"Andrena ranunculi";"Schmiedeknecht, 1884";239420;"Andrena ranunculi";"Schmiedeknecht, 1884";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"méditerranéen";"Roberts, S. 2003. Personnal communication. In: Aubouin, L., Genoud, D., Givord-Coupeau, B., Tercerie, S., Gargominy, O., Leclercq, V., Geslin, B., Schatz, B. 2024. BeeFunc : a comprehensive trait database for French wild bees.";2;"Abeilles";942892;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/REGBIOMED";"https://taxref.mnhn.fr/taxref-web/docs/447709";NA;NA;NA
"bfBio133";"Andrena rogenhoferi Morawitz, 1872";"239423";"Andrena rogenhoferi";"Morawitz, 1872";239423;"Andrena rogenhoferi";"Morawitz, 1872";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942895;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio134";"Andrena rosae Panzer, 1800";"239424";"Andrena rosae";"Panzer, 1800";239424;"Andrena rosae";"Panzer, 1800";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942898;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio135";"Andrena ruficrus Nylander, 1848";"239426";"Andrena ruficrus";"Nylander, 1848";239426;"Andrena ruficrus";"Nylander, 1848";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942901;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio136";"Andrena senecionis Perez, 1895";"239436";"Andrena senecionis";"Pérez, 1895";239436;"Andrena senecionis";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"méditerranéen";"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";942904;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/REGBIOMED";"https://taxref.mnhn.fr/taxref-web/docs/444912";NA;NA;NA
"bfBio137";"Andrena simontornyella Noskiewicz, 1939";"239440";"Andrena simontornyella";"Noskiewicz, 1939";239440;"Andrena simontornyella";"Noskiewicz, 1939";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"méditerranéen";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942910;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/REGBIOMED";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio138";"Andrena spreta Perez, 1895";"239442";"Andrena spreta";"Pérez, 1895";239442;"Andrena spreta";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Amiet, F., Herrmann, M, Müller, A. & Neumeyer, R. 2010. Apidae 6 – Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica 26 : 1-317.";2;"Abeilles";942667;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/307569";NA;NA;NA
"bfBio139";"Andrena spreta Perez, 1895";"239442";"Andrena spreta";"Pérez, 1895";239442;"Andrena spreta";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"méditerranéen";"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";942913;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/REGBIOMED";"https://taxref.mnhn.fr/taxref-web/docs/444912";NA;NA;NA
"bfBio140";"Andrena spreta Perez, 1895";"239442";"Andrena spreta";"Pérez, 1895";239442;"Andrena spreta";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";942916;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444912";NA;NA;NA
"bfBio141";"Andrena stabiana Morice, 1899";"239443";"Andrena stabiana";"Morice, 1899";239443;"Andrena stabiana";"Morice, 1899";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"méditerranéen";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942919;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/REGBIOMED";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio142";"Andrena strohmella Stoeckhert, 1928";"239444";"Andrena strohmella";"Stoeckhert, 1928";239444;"Andrena strohmella";"Stoeckhert, 1928";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942922;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio143";"Andrena subopaca Nylander, 1848";"239445";"Andrena subopaca";"Nylander, 1848";239445;"Andrena subopaca";"Nylander, 1848";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942925;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio144";"Andrena suerinensis Friese, 1884";"239446";"Andrena suerinensis";"Friese, 1884";239446;"Andrena suerinensis";"Friese, 1884";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942928;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio145";"Andrena tenuistriata Perez, 1895";"239451";"Andrena tenuistriata";"Pérez, 1895";239451;"Andrena tenuistriata";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"méditerranéen";"Roberts, S. 2014. Andrena tenuistriata. The IUCN Red List of Threatened Species 2014: e.T19199157A19201875.";2;"Abeilles";942931;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/REGBIOMED";"https://taxref.mnhn.fr/taxref-web/docs/444779";NA;NA;NA
"bfBio146";"Andrena thoracica (Fabricius, 1775)";"239453";"Andrena thoracica";"(Fabricius, 1775)";239453;"Andrena thoracica";"(Fabricius, 1775)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942934;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio147";"Andrena tibialis (Kirby, 1802)";"239454";"Andrena tibialis";"(Kirby, 1802)";239454;"Andrena tibialis";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942937;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio148";"Andrena verticalis Perez, 1895";"239463";"Andrena verticalis";"Pérez, 1895";239463;"Andrena verticalis";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"méditerranéen";"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";942940;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/REGBIOMED";"https://taxref.mnhn.fr/taxref-web/docs/444912";NA;NA;NA
"bfBio149";"Andrena villipes Perez, 1895";"239465";"Andrena villipes";"Pérez, 1895";239465;"Andrena villipes";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"méditerranéen";"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";942943;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/REGBIOMED";"https://taxref.mnhn.fr/taxref-web/docs/444912";NA;NA;NA
"bfBio150";"Andrena vulpecula Kriechbaumer, 1873";"239467";"Andrena vulpecula";"Kriechbaumer, 1873";239467;"Andrena vulpecula";"Kriechbaumer, 1873";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"méditerranéen";"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";942946;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/REGBIOMED";"https://taxref.mnhn.fr/taxref-web/docs/444912";NA;NA;NA
"bfBio151";"Andrena wilkella (Kirby, 1802)";"239468";"Andrena wilkella";"(Kirby, 1802)";239468;"Andrena wilkella";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942949;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio152";"Anthidiellum strigatum (Panzer, 1802)";"239470";"Anthidiellum strigatum";"(Panzer, 1802)";239470;"Anthidiellum strigatum";"(Panzer, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidiellum";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";942961;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444912";NA;NA;NA
"bfBio153";"Anthidiellum strigatum (Panzer, 1802)";"239470";"Anthidiellum strigatum";"(Panzer, 1802)";239470;"Anthidiellum strigatum";"(Panzer, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidiellum";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942964;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio154";"Anthidiellum strigatum (Panzer, 1802)";"239470";"Anthidiellum strigatum";"(Panzer, 1802)";239470;"Anthidiellum strigatum";"(Panzer, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidiellum";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"Métropole terrestre";"Baldock, D., Wood, T., Cross, I. & Smit, J. 2018. The Bees of Portugal (Hymenoptera: Apoidea: Anthophila). Entomofauna Supplement 22: 1-164";2;"Abeilles";942967;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/METTER";"https://taxref.mnhn.fr/taxref-web/docs/307929";NA;NA;NA
"bfBio155";"Anthidiellum strigatum (Panzer, 1802)";"239470";"Anthidiellum strigatum";"(Panzer, 1802)";239470;"Anthidiellum strigatum";"(Panzer, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidiellum";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"méditerranéen";"Baldock, D., Wood, T., Cross, I. & Smit, J. 2018. The Bees of Portugal (Hymenoptera: Apoidea: Anthophila). Entomofauna Supplement 22: 1-164";2;"Abeilles";942958;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/REGBIOMED";"https://taxref.mnhn.fr/taxref-web/docs/307929";NA;NA;NA
"bfBio156";"Anthidiellum strigatum (Panzer, 1802)";"239470";"Anthidiellum strigatum";"(Panzer, 1802)";239470;"Anthidiellum strigatum";"(Panzer, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidiellum";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"méditerranéen";"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";942952;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/REGBIOMED";"https://taxref.mnhn.fr/taxref-web/docs/444912";NA;NA;NA
"bfBio157";"Anthidiellum strigatum (Panzer, 1802)";"239470";"Anthidiellum strigatum";"(Panzer, 1802)";239470;"Anthidiellum strigatum";"(Panzer, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidiellum";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"méditerranéen";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";942955;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/REGBIOMED";"https://taxref.mnhn.fr/taxref-web/docs/444787";NA;NA;NA
"bfBio158";"Anthidium florentinum (Fabricius, 1775)";"239474";"Anthidium florentinum";"(Fabricius, 1775)";239474;"Anthidium florentinum";"(Fabricius, 1775)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidium";"Arthropodes";"Insectes";"Hyménoptères";"present > indigenous";"méditerranéen";"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";942970;"https://taxref.mnhn.fr/taxref-web/traits/values/11";"https://cardobs.mnhn.fr/cardObs/location/REGBIOMED";"https://taxref.mnhn.fr/taxref-web/docs/444912";NA;NA;NA
