"BeeFuncID";"VALID_NAME";"CD_NOM";"LB_NOM";"LB_AUTHOR";"RANK";"KINGDOM";"PHYLUM";"CLASS";"ORDER";"FAMILY";"GENUS";"GROUP1_INPN";"GROUP2_INPN";"RELATION_EN";"CD_NOM_02";"LB_NOM_02";"VALID_NAME_02";"LB_AUTHOR_02";"RANK_02";"KINGDOM_02";"PHYLUM_02";"CLASS_02";"ORDER_02";"FAMILY_02";"GENUS_02";"GROUP1_INPN_02";"GROUP2_INPN_02";"CD_DOC";"SOURCE";"DOC_URL";"LB_ETAT_SEXE_EN_1";"WIKIDATA_SEXE_1";"CD_ETAT_STADE_1";"LB_ETAT_STADE_EN_1";"WIKIDATA_STADE_1";"CD_ETAT_SPECIFICITE";"SPECIFITY";"WIKIDATA_SPECIFICITE";"LB_ETAT_STADE_EN_2";"WIKIDATA_STADE_2";"CD_BIOLINTER_SP"
"bfPar41";"Nomada mutabilis Morawitz, 1871";"240013";"Nomada mutabilis";"Morawitz, 1871";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomada";"Arthropodes";"Insectes";"kleptoparasite of";"239324";"Andrena chrysopyga";"Andrena chrysopyga Schenck, 1853";"Schenck, 1853";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andrena";"Arthropodes";"Insectes";"444803";"Standfuss K., Schwarz M. 2007. Zur aktuellen Bienenfauna der Ölbaumzone in SO-Thessalien / Griechenland (Hymenoptera : Apoidea: Apiformes). 2. Die parasitischen Bienen (pro parte : Apidae, Megachilidae, Halictidae). Entomofauna, 28 (24) :293-320.";NA;NA;NA;NA;NA;NA;"136";"optional";"https://www.wikidata.org/wiki/Q59864995";NA;NA;"120554"
"bfPar42";"Nomada mutabilis Morawitz, 1871";"240013";"Nomada mutabilis";"Morawitz, 1871";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomada";"Arthropodes";"Insectes";"kleptoparasite of";"239324";"Andrena chrysopyga";"Andrena chrysopyga Schenck, 1853";"Schenck, 1853";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andrena";"Arthropodes";"Insectes";"444696";"Möschler A. 1938. Ein Beitrag zur Bienenfauna in Ostpreussen insbesondere der Kurpschen Nehrung. Chr. Phys.-Ökonom. Ges. Königsberg, 2: 243-288.";NA;NA;NA;NA;NA;NA;"136";"optional";"https://www.wikidata.org/wiki/Q59864995";NA;NA;"120554"
"bfPar43";"Nomada mutabilis Morawitz, 1871";"240013";"Nomada mutabilis";"Morawitz, 1871";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomada";"Arthropodes";"Insectes";"kleptoparasite of";"239324";"Andrena chrysopyga";"Andrena chrysopyga Schenck, 1853";"Schenck, 1853";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andrena";"Arthropodes";"Insectes";"444853";"Alfken JD. 1913. Die Bienenfauna von Ostpreußen. Schriften der physikalisch-ökonomischen Gesellschaft zu Königsberg in Preussen, 53: 114–182.";NA;NA;NA;NA;NA;NA;"136";"optional";"https://www.wikidata.org/wiki/Q59864995";NA;NA;"120554"
"bfPar44";"Nomada mutabilis Morawitz, 1871";"240013";"Nomada mutabilis";"Morawitz, 1871";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomada";"Arthropodes";"Insectes";"kleptoparasite of";"239324";"Andrena chrysopyga";"Andrena chrysopyga Schenck, 1853";"Schenck, 1853";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andrena";"Arthropodes";"Insectes";"444860";"Amiet, F., Herrmann, M., Müller, A., Neumeyer, R. 2007. Apidae. 5: Ammobates, Ammobatoides, Anthophora, Biastes, Ceratina, Dasypoda, Epeoloides, Epeolus, Eucera, Macropis, Melecta, Melitta, Nomada, Pasites, Tetralonia, Thyreus, Xylocopa. Fauna Helvetica 20. 356pp.";NA;NA;NA;NA;NA;NA;"136";"optional";"https://www.wikidata.org/wiki/Q59864995";NA;NA;"120554"
"bfPar45";"Nomada panzeri Lepeletier, 1841";"240023";"Nomada panzeri";"Lepeletier de Saint-Fargeau, 1841";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomada";"Arthropodes";"Insectes";"kleptoparasite of";"239377";"Andrena lapponica";"Andrena lapponica Zetterstedt, 1838";"Zetterstedt, 1838";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andrena";"Arthropodes";"Insectes";"444726";"Perkins R.C.L. 1919. The British species of Andrena and Nomada. Transactions of the Entomological Society of London, 1919: 218-320";NA;NA;NA;NA;NA;NA;"136";"optional";"https://www.wikidata.org/wiki/Q59864995";NA;NA;"122174"
"bfPar46";"Nomada villosa Thomson, 1870";"240043";"Nomada villosa";"Thomson, 1870";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomada";"Arthropodes";"Insectes";"kleptoparasite of";"239378";"Andrena lathyri";"Andrena lathyri Alfken, 1899";"Alfken, 1899";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andrena";"Arthropodes";"Insectes";"444812";"Stoeckhert, F. K. 1933. Die Bienen Frankens (Hym. Apid.). Eine ökologisch-tiergeographische Untersuchung. Beih. Dt. Ent. Z.:294.";NA;NA;NA;NA;NA;NA;"130";"mandatory";"https://www.wikidata.org/wiki/Q29557567";NA;NA;"122785"
"bfPar47";"Nomada moeschleri Alfken, 1913";"318302";"Nomada moeschleri";"Alfken, 1913";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomada";"Arthropodes";"Insectes";"kleptoparasite of";"239378";"Andrena lathyri";"Andrena lathyri Alfken, 1899";"Alfken, 1899";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andrena";"Arthropodes";"Insectes";"444800";"van der Smissen, J. 1995. Beitrag zur Wirtsfrage von Nomada moeschleri Alfken. Bembix; 5: 17-18.";NA;NA;NA;NA;NA;NA;"136";"optional";"https://www.wikidata.org/wiki/Q59864995";NA;NA;"123688"
"bfPar48";"Nomada moeschleri Alfken, 1913";"318302";"Nomada moeschleri";"Alfken, 1913";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomada";"Arthropodes";"Insectes";"kleptoparasite of";"239378";"Andrena lathyri";"Andrena lathyri Alfken, 1899";"Alfken, 1899";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andrena";"Arthropodes";"Insectes";"444786";"Saure, C. 1995. Wer ist der Wirt von Nomada moeschleri ? Bembix, 5: 21–26.";NA;NA;NA;NA;NA;NA;"136";"optional";"https://www.wikidata.org/wiki/Q59864995";NA;NA;"123688"
"bfPar49";"Nomada moeschleri Alfken, 1913";"318302";"Nomada moeschleri";"Alfken, 1913";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomada";"Arthropodes";"Insectes";"kleptoparasite of";"239378";"Andrena lathyri";"Andrena lathyri Alfken, 1899";"Alfken, 1899";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andrena";"Arthropodes";"Insectes";"444787";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";NA;NA;NA;NA;NA;NA;"136";"optional";"https://www.wikidata.org/wiki/Q59864995";NA;NA;"123688"
"bfPar50";"Nomada trapeziformis Schmiedeknecht, 1882";"886431";"Nomada trapeziformis";"Schmiedeknecht, 1882";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomada";"Arthropodes";"Insectes";"kleptoparasite of";"239382";"Andrena limata";"Andrena limata Smith, 1853";"Smith, 1853";"ES";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andrena";"Arthropodes";"Insectes";"444665";"Kocourek, M.,1966. Prodromus der Hymenopteren der Tschechoslowakei. Pars 9: Apoidea, 1. Acta Faunistica Entomologica Musei Nationalis Pragae, Supplementum 2, 12 : 1–122.";"https://www.aemnp.eu/data/article-136/117-2_0_1.pdf";NA;NA;NA;NA;NA;"136";"optional";"https://www.wikidata.org/wiki/Q59864995";NA;NA;"122873"
