"BeeFuncID";"VALID_NAME";"CD_NOM";"LB_NOM";"LB_AUTHOR";"INHERITED_FROM";"LB_NOM_INHERITED_FROM";"LB_AUTEUR_INHERITED_FROM";"ORIGIN";"KINGDOM";"PHYLUM";"CLASS";"ORDER";"FAMILY";"SUBFAMILY";"TRIBE";"GENUS";"GROUP1_INPN";"GROUP2_INPN";"GROUP3_INPN";"SOCIABILITY";"SPECIFICITY";"BIOLOGICAL_STAGE";"SOURCE";"DATASET_ID";"DATASET_TITLE";"CD_TRAIT";"SOCIABILITY_ID";"SPECIFICITY_ID";"BIOLOGICAL_STAGE_ID";"SOURCE_ID"
"bfSoc216";"Chelostoma campanularum (Kirby, 1802)";"239584";"Chelostoma campanularum";"(Kirby, 1802)";239584;"Chelostoma campanularum";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939844;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc217";"Chelostoma distinctum (Stockhert, 1929)";"239586";"Chelostoma distinctum";"(Stöckhert, 1929)";239586;"Chelostoma distinctum";"(Stöckhert, 1929)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939846;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc218";"Chelostoma emarginatum (Nylander, 1856)";"239587";"Chelostoma emarginatum";"(Nylander, 1856)";239587;"Chelostoma emarginatum";"(Nylander, 1856)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939848;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc219";"Chelostoma florisomne (Linnaeus, 1758)";"239588";"Chelostoma florisomne";"(Linnaeus, 1758)";239588;"Chelostoma florisomne";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939850;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc220";"Chelostoma foveolatum (Morawitz, 1868)";"239589";"Chelostoma foveolatum";"(Morawitz, 1868)";239589;"Chelostoma foveolatum";"(Morawitz, 1868)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939852;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc221";"Chelostoma grande (Nylander, 1852)";"239590";"Chelostoma grande";"(Nylander, 1852)";239590;"Chelostoma grande";"(Nylander, 1852)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939854;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc222";"Chelostoma rapunculi (Lepeletier, 1841)";"239594";"Chelostoma rapunculi";"(Lepeletier, 1841)";239594;"Chelostoma rapunculi";"(Lepeletier, 1841)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Chelostoma";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939860;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc223";"Coelioxys brevis Eversmann, 1852";"239600";"Coelioxys brevis";"Eversmann, 1852";239600;"Coelioxys brevis";"Eversmann, 1852";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Coelioxys";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939872;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc224";"Coelioxys haemorrhous Förster, 1853";"239607";"Coelioxys haemorrhoa";"Förster, 1853";239607;"Coelioxys haemorrhoa";"Förster, 1853";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Coelioxys";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939884;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc225";"Coelioxys inermis (Kirby, 1802)";"239608";"Coelioxys inermis";"(Kirby, 1802)";239608;"Coelioxys inermis";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Coelioxys";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939886;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc226";"Coelioxys mandibularis Nylander, 1848";"239610";"Coelioxys mandibularis";"Nylander, 1848";239610;"Coelioxys mandibularis";"Nylander, 1848";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Coelioxys";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939890;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc227";"Coelioxys polycentris Forster, 1853";"239612";"Coelioxys polycentris";"Förster, 1853";239612;"Coelioxys polycentris";"Förster, 1853";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Coelioxys";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939894;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc228";"Coelioxys rufescens Lepeletier & Audinet-Serville, 1825";"239613";"Coelioxys rufescens";"Lepeletier & Audinet-Serville, 1825";239613;"Coelioxys rufescens";"Lepeletier & Audinet-Serville, 1825";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Coelioxys";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939898;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc229";"Colletes abeillei Perez, 1903";"239614";"Colletes abeillei";"Pérez, 1903";239614;"Colletes abeillei";"Pérez, 1903";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939900;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc230";"Colletes acutus Perez, 1903";"239615";"Colletes acutus";"Pérez, 1903";239615;"Colletes acutus";"Pérez, 1903";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939902;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc231";"Colletes albomaculatus (Lucas, 1848)";"239616";"Colletes albomaculatus";"(Lucas, 1848)";239616;"Colletes albomaculatus";"(Lucas, 1848)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";939904;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfSoc232";"Colletes canescens Smith, 1853";"239617";"Colletes canescens";"Smith, 1853";239617;"Colletes canescens";"Smith, 1853";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939908;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc233";"Colletes collaris Dours, 1872";"239620";"Colletes collaris";"Dours, 1872";239620;"Colletes collaris";"Dours, 1872";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";939910;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfSoc234";"Colletes cunicularius (Linnaeus, 1761)";"239621";"Colletes cunicularius";"(Linnaeus, 1761)";239621;"Colletes cunicularius";"(Linnaeus, 1761)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";939912;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfSoc235";"Colletes eous Morice, 1904";"239623";"Colletes eous";"Morice, 1904";239623;"Colletes eous";"Morice, 1904";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";939916;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfSoc236";"Colletes floralis Eversmann, 1852";"239624";"Colletes floralis";"Eversmann, 1852";239624;"Colletes floralis";"Eversmann, 1852";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939918;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc237";"Colletes fodiens (Geoffroy in Fourcroy, 1785)";"239625";"Colletes fodiens";"(Geoffroy in Fourcroy, 1785)";239625;"Colletes fodiens";"(Geoffroy in Fourcroy, 1785)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939920;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc238";"Colletes foveolaris Perez, 1903";"239626";"Colletes foveolaris";"Pérez, 1903";239626;"Colletes foveolaris";"Pérez, 1903";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";939922;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfSoc239";"Colletes gallicus Radoszkowski, 1891";"239627";"Colletes gallicus";"Radoszkowski, 1891";239627;"Colletes gallicus";"Radoszkowski, 1891";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939924;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc240";"Colletes halophilus Verhoeff, 1944";"239628";"Colletes halophilus";"Verhoeff, 1944";239628;"Colletes halophilus";"Verhoeff, 1944";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"gregarious";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939926;"https://taxref.mnhn.fr/taxref-web/traits/values/1168";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc241";"Colletes hylaeiformis Eversmann, 1852";"239629";"Colletes hylaeiformis";"Eversmann, 1852";239629;"Colletes hylaeiformis";"Eversmann, 1852";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939930;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc242";"Colletes ligatus Erichson in Waltl, 1835";"239630";"Colletes ligatus";"Erichson in Waltl, 1835";239630;"Colletes ligatus";"Erichson in Waltl, 1835";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939934;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc243";"Colletes maidli Noskiewicz, 1936";"239631";"Colletes maidli";"Noskiewicz, 1936";239631;"Colletes maidli";"Noskiewicz, 1936";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939936;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc244";"Colletes marginatus Smith, 1846";"239632";"Colletes marginatus";"Smith, 1846";239632;"Colletes marginatus";"Smith, 1846";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939938;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc245";"Colletes mlokossewiczi Radoszkowski, 1891";"239633";"Colletes mlokossewiczi";"Radoszkowski, 1891";239633;"Colletes mlokossewiczi";"Radoszkowski, 1891";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939940;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc246";"Colletes nigricans Gistel, 1857";"239634";"Colletes nigricans";"Gistel, 1857";239634;"Colletes nigricans";"Gistel, 1857";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939942;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc247";"Colletes pulchellus Perez, 1903";"239635";"Colletes pulchellus";"Pérez, 1903";239635;"Colletes pulchellus";"Pérez, 1903";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939944;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc248";"Colletes similis Schenck, 1853";"239636";"Colletes similis";"Schenck, 1853";239636;"Colletes similis";"Schenck, 1853";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";939948;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfSoc249";"Colletes succinctus (Linnaeus, 1758)";"239637";"Colletes succinctus";"(Linnaeus, 1758)";239637;"Colletes succinctus";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Colletinae";"Colletini";"Colletes";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";939950;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfSoc250";"Dasypoda argentata Panzer, 1809";"239640";"Dasypoda argentata";"Panzer, 1809";239640;"Dasypoda argentata";"Panzer, 1809";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Melittidae";"Dasypodainae";NA;"Dasypoda";"Arthropodes";"Insectes";"Hyménoptères";"gregarious";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939954;"https://taxref.mnhn.fr/taxref-web/traits/values/1168";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc251";"Dasypoda cingulata Erichson in Waltl, 1835";"239641";"Dasypoda cingulata";"Erichson in Waltl, 1835";239641;"Dasypoda cingulata";"Erichson in Waltl, 1835";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Melittidae";"Dasypodainae";NA;"Dasypoda";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939956;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc252";"Dasypoda crassicornis Friese, 1896";"239642";"Dasypoda crassicornis";"Friese, 1896";239642;"Dasypoda crassicornis";"Friese, 1896";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Melittidae";"Dasypodainae";NA;"Dasypoda";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939958;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc253";"Dasypoda dusmeti Quilis, 1928";"239643";"Dasypoda dusmeti";"Quilis, 1928";239643;"Dasypoda dusmeti";"Quilis, 1928";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Melittidae";"Dasypodainae";NA;"Dasypoda";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939960;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc254";"Dasypoda visnaga (Rossi, 1790)";"239645";"Dasypoda visnaga";"(Rossi, 1790)";239645;"Dasypoda visnaga";"(Rossi, 1790)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Melittidae";"Dasypodainae";NA;"Dasypoda";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939968;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc255";"Dufourea alpina Morawitz, 1865";"239649";"Dufourea alpina";"Morawitz, 1865";239649;"Dufourea alpina";"Morawitz, 1865";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Rophitinae";NA;"Dufourea";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939974;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc256";"Dufourea dentiventris (Nylander, 1848)";"239650";"Dufourea dentiventris";"(Nylander, 1848)";239650;"Dufourea dentiventris";"(Nylander, 1848)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Rophitinae";NA;"Dufourea";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939976;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfSoc257";"Dufourea halictula (Nylander, 1852)";"239651";"Dufourea halictula";"(Nylander, 1852)";239651;"Dufourea halictula";"(Nylander, 1852)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Rophitinae";NA;"Dufourea";"Arthropodes";"Insectes";"Hyménoptères";"solitary";NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";939978;"https://taxref.mnhn.fr/taxref-web/traits/values/1149";NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
