"BeeFuncID";"VALID_NAME";"CD_NOM";"LB_NOM";"LB_AUTHOR";"INHERITED_FROM";"LB_NOM_INHERITED_FROM";"LB_AUTEUR_INHERITED_FROM";"ORIGIN";"KINGDOM";"PHYLUM";"CLASS";"ORDER";"FAMILY";"SUBFAMILY";"TRIBE";"GENUS";"GROUP1_INPN";"GROUP2_INPN";"GROUP3_INPN";"GENERATION_PER_YEAR";"STATISTIC";"GEOGRAPHIC_EXTENT";"MIN_ALTITUDE_IN_M";"MAX_ALTITUDE_IN_M";"SOURCE";"DATASET_ID";"DATASET_TITLE";"CD_TRAIT";"STATISTIC_ID";"GEOGRAPHIC_EXTENT_ID";"SOURCE_ID"
"bfVol733";"Rhophitoides canus (Eversmann, 1852)";"808474";"Rhophitoides canus";"(Eversmann, 1852)";808474;"Rhophitoides canus";"(Eversmann, 1852)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Rophitinae";NA;"Rhophitoides";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";950939;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol734";"Osmia nasuta Friese, 1899";"808477";"Osmia nasuta";"Friese, 1899";808477;"Osmia nasuta";"Friese, 1899";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Genoud, D. 2024. Personnal communication. In: Aubouin, L., Genoud, D., Givord-Coupeau, B., Tercerie, S., Gargominy, O., Leclercq, V., Geslin, B., Schatz, B. 2024. BeeFunc : a comprehensive trait database for French wild bees.";2;"Abeilles";950879;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/447698"
"bfVol735";"Andrena flavilabris Schenck, 1874";"814734";"Andrena flavilabris";"Schenck, 1874";814734;"Andrena flavilabris";"Schenck, 1874";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Tomozei, B. 2014. Andrena flavilabris. The IUCN Red List of Threatened Species 2014: e.T66221471A66221483.";2;"Abeilles";949636;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444827"
"bfVol736";"Andrena freygessneri Alfken, 1904";"814735";"Andrena freygessneri";"Alfken, 1904";814735;"Andrena freygessneri";"Alfken, 1904";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949648;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol737";"Andrena fulvicornis Schenck, 1861";"814736";"Andrena fulvicornis";"Schenck, 1861";814736;"Andrena fulvicornis";"Schenck, 1861";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";949666;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol738";"Andrena pauxilla Stockhert, 1935";"814737";"Andrena pauxilla";"Stöckhert, 1935";814737;"Andrena pauxilla";"Stöckhert, 1935";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Warncke K. 1976. Die Bienengattung Andrena F., 1775, in Iberien. Teil B. Eos, 50: 119-223.";2;"Abeilles";949790;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444835"
"bfVol739";"Andrena pauxilla Stockhert, 1935";"814737";"Andrena pauxilla";"Stöckhert, 1935";814737;"Andrena pauxilla";"Stöckhert, 1935";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Stöckhert, E. 1935. Über einige neue deutsche Arten der Andrena minutula-Gruppe (Hym. Apid). Deutsche Entomologische Zeitschrif, I (II): 65-85.";2;"Abeilles";949786;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444807"
"bfVol740";"Andrena pauxilla Stockhert, 1935";"814737";"Andrena pauxilla";"Stöckhert, 1935";814737;"Andrena pauxilla";"Stöckhert, 1935";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;NA;NA;NA;"Kocourek, M.,1966. Prodromus der Hymenopteren der Tschechoslowakei. Pars 9: Apoidea, 1. Acta Faunistica Entomologica Musei Nationalis Pragae, Supplementum 2, 12 : 1–122.";2;"Abeilles";949788;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444665"
"bfVol741";"Epeolus productulus Bischoff, 1930";"814746";"Epeolus productulus";"Bischoff, 1930";814746;"Epeolus productulus";"Bischoff, 1930";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Epeolini";"Epeolus";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";950215;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol742";"Hylaeus incongruus Forster, 1871";"814852";"Hylaeus incongruus";"Förster, 1871";814852;"Hylaeus incongruus";"Förster, 1871";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Hylaeinae";NA;"Hylaeus";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";950375;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol743";"Hylaeus pictus (Smith, 1853)";"814855";"Hylaeus pictus";"(Smith, 1853)";814855;"Hylaeus pictus";"(Smith, 1853)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Colletidae";"Hylaeinae";NA;"Hylaeus";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";950405;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol744";"Megachile pyrenaica Lepeletier de Saint-Fargeau, 1841";"814874";"Megachile pyrenaica";"Lepeletier de Saint-Fargeau, 1841";814874;"Megachile pyrenaica";"Lepeletier de Saint-Fargeau, 1841";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Megachilini";"Megachile";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";950593;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol745";"Nomada kriesteni Schwarz & Gusenleitner, 2013";"814882";"Nomada kriesteni";"Schwarz & Gusenleitner, 2013";814882;"Nomada kriesteni";"Schwarz & Gusenleitner, 2013";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950727;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol746";"Nomada mandibularis Schwarz & Gusenleitner, 2013";"814889";"Nomada mandibularis";"Schwarz & Gusenleitner, 2013";814889;"Nomada mandibularis";"Schwarz & Gusenleitner, 2013";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Nomadini";"Nomada";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Smit J., 2018. Identification key to the European species of the bee genus Nomada Scopoli, 1770 (Hymenoptera: Apidae), including 23 new species. Entomofauna, Monographie 3: 1-253.";2;"Abeilles";950737;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/348770"
"bfVol747";"Nomiapis bispinosa (Brulle, 1832)";"814896";"Nomiapis bispinosa";"(Brullé, 1832)";814896;"Nomiapis bispinosa";"(Brullé, 1832)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Nomiinae";NA;"Nomiapis";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";950827;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol748";"Osmia anceyi Perez, 1880";"814897";"Osmia anceyi";"Pérez, 1880";814897;"Osmia anceyi";"Pérez, 1880";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";950837;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol749";"Osmia bidentata Morawitz, 1875";"814900";"Osmia bidentata";"Morawitz, 1875";814900;"Osmia bidentata";"Morawitz, 1875";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";950847;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol750";"Osmia ligurica Morawitz, 1868";"814904";"Osmia ligurica";"Morawitz, 1868";814904;"Osmia ligurica";"Morawitz, 1868";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";950873;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol751";"Osmia scutellaris Morawitz, 1868";"814906";"Osmia scutellaris";"Morawitz, 1868";814906;"Osmia scutellaris";"Morawitz, 1868";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";950891;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol752";"Pseudoanthidium scapulare (Latreille, 1809)";"814908";"Pseudoanthidium scapulare";"(Latreille, 1809)";814908;"Pseudoanthidium scapulare";"(Latreille, 1809)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Pseudoanthidium";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";950931;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol753";"Trachusa laeviventris (Dours, 1873)";"814909";"Trachusa laeviventris";"(Dours, 1873)";814909;"Trachusa laeviventris";"(Dours, 1873)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Trachusa";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Kasparek M. 2017. Resin bees of the Anthidiine genus Trachusa. Identification, taxonomy, distribution and biology of the Old World species. Entomofauna, 21: 1-152.";2;"Abeilles";951085;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444930"
"bfVol754";"Triepeolus tristis (Smith, 1854)";"814911";"Triepeolus tristis";"(Smith, 1854)";814911;"Triepeolus tristis";"(Smith, 1854)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Nomadinae";"Epeolini";"Triepeolus";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";951089;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol755";"Sphecodes schenckii Hagens, 1882";"815150";"Sphecodes schenckii";"Hagens, 1882";815150;"Sphecodes schenckii";"Hagens, 1882";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Sphecodes";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";951017;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol756";"Andrena nigroaenea (Kirby, 1802)";"815151";"Andrena nigroaenea";"(Kirby, 1802)";815151;"Andrena nigroaenea";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;"Auvergne-Rhône-Alpes";NA;500;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";951160;NA;"https://cardobs.mnhn.fr/cardObs/location/INSEER84";"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol757";"Andrena nigroaenea (Kirby, 1802)";"815151";"Andrena nigroaenea";"(Kirby, 1802)";815151;"Andrena nigroaenea";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;"Bourgogne-Franche-Comté";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";951185;NA;"https://cardobs.mnhn.fr/cardObs/location/INSEER27";"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol758";"Andrena nigroaenea (Kirby, 1802)";"815151";"Andrena nigroaenea";"(Kirby, 1802)";815151;"Andrena nigroaenea";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;"Provence-Alpes-Côte-d'Azur";NA;500;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";951144;NA;"https://cardobs.mnhn.fr/cardObs/location/INSEER93";"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol759";"Andrena nigroaenea (Kirby, 1802)";"815151";"Andrena nigroaenea";"(Kirby, 1802)";815151;"Andrena nigroaenea";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;"Hauts-de-France";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";951173;NA;"https://cardobs.mnhn.fr/cardObs/location/INSEER32";"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol760";"Andrena nigroaenea (Kirby, 1802)";"815151";"Andrena nigroaenea";"(Kirby, 1802)";815151;"Andrena nigroaenea";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;"Centre";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";951179;NA;"https://cardobs.mnhn.fr/cardObs/location/INSEER24";"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol761";"Andrena nigroaenea (Kirby, 1802)";"815151";"Andrena nigroaenea";"(Kirby, 1802)";815151;"Andrena nigroaenea";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;"Corse";NA;500;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";951156;NA;"https://cardobs.mnhn.fr/cardObs/location/INSEER94";"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol762";"Andrena nigroaenea (Kirby, 1802)";"815151";"Andrena nigroaenea";"(Kirby, 1802)";815151;"Andrena nigroaenea";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;"Ile-de-France";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";951170;NA;"https://cardobs.mnhn.fr/cardObs/location/INSEER11";"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol763";"Andrena nigroaenea (Kirby, 1802)";"815151";"Andrena nigroaenea";"(Kirby, 1802)";815151;"Andrena nigroaenea";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;"Grand Est";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";951176;NA;"https://cardobs.mnhn.fr/cardObs/location/INSEER44";"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol764";"Andrena nigroaenea (Kirby, 1802)";"815151";"Andrena nigroaenea";"(Kirby, 1802)";815151;"Andrena nigroaenea";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;"Occitanie";NA;500;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";951148;NA;"https://cardobs.mnhn.fr/cardObs/location/INSEER76";"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol765";"Andrena nigroaenea (Kirby, 1802)";"815151";"Andrena nigroaenea";"(Kirby, 1802)";815151;"Andrena nigroaenea";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2;NA;"Nouvelle-Aquitaine";NA;500;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";951152;NA;"https://cardobs.mnhn.fr/cardObs/location/INSEER75";"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol766";"Andrena nigroaenea (Kirby, 1802)";"815151";"Andrena nigroaenea";"(Kirby, 1802)";815151;"Andrena nigroaenea";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;"Normandie";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";951167;NA;"https://cardobs.mnhn.fr/cardObs/location/INSEER28";"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol767";"Andrena nigroaenea (Kirby, 1802)";"815151";"Andrena nigroaenea";"(Kirby, 1802)";815151;"Andrena nigroaenea";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;"Pays-de-la-Loire";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";951164;NA;"https://cardobs.mnhn.fr/cardObs/location/INSEER52";"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol768";"Andrena nigroaenea (Kirby, 1802)";"815151";"Andrena nigroaenea";"(Kirby, 1802)";815151;"Andrena nigroaenea";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";NA;"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1;NA;"Bretagne";NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";951182;NA;"https://cardobs.mnhn.fr/cardObs/location/INSEER53";"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol769";"Lasioglossum xanthopus (Kirby, 1802)";"815156";"Lasioglossum xanthopus";"(Kirby, 1802)";815156;"Lasioglossum xanthopus";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Lasioglossum";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Gogala A. 1999. Bee Fauna of Slovenia, Checklist of Species (Hymenoptera, Apoidea). Scopolia, 42: 1-79.";2;"Abeilles";950523;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444915"
"bfVol770";"Heriades crenulata Nylander, 1856";"815169";"Heriades crenulata";"Nylander, 1856";815169;"Heriades crenulata";"Nylander, 1856";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Heriades";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";950277;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol771";"Trachusa byssina (Panzer, 1798)";"815229";"Trachusa byssina";"(Panzer, 1798)";815229;"Trachusa byssina";"(Panzer, 1798)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Trachusa";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";951081;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol772";"Osmia bicornis (Linnaeus, 1758)";"816756";"Osmia bicornis";"(Linnaeus, 1758)";816756;"Osmia bicornis";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Osmiini";"Osmia";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";950845;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol775";"Tetralonia alticincta (Lepeletier, 1841)";"816791";"Tetralonia alticincta";"(Lepeletier, 1841)";816791;"Tetralonia alticincta";"(Lepeletier, 1841)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Eucerinae";"Eucerini";"Tetralonia";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";951053;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol776";"Seladonia subaurata (Rossi, 1792)";"839091";"Seladonia subaurata";"(Rossi, 1792)";839091;"Seladonia subaurata";"(Rossi, 1792)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Seladonia";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Genoud D. 2016. Diversité des abeilles sauvages (Hymenoptera : Apoidea) de l'île de Porquerolles (France, Var), Sci. Rep. Port Cros national Park, 30: 95-143.";2;"Abeilles";950957;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444912"
"bfVol777";"Seladonia submediterranea Pauly, 2015";"850152";"Seladonia submediterranea";"Pauly, 2015";850152;"Seladonia submediterranea";"Pauly, 2015";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Seladonia";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";950959;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
"bfVol778";"Seladonia seladonia (Fabricius, 1794)";"850153";"Seladonia seladonia";"(Fabricius, 1794)";850153;"Seladonia seladonia";"(Fabricius, 1794)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Halictidae";"Halictinae";"Halictini";"Seladonia";"Arthropodes";"Insectes";"Hyménoptères";1;NA;NA;NA;NA;"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";2;"Abeilles";950953;NA;NA;"https://taxref.mnhn.fr/taxref-web/docs/444787"
