"CD_NOM";"LB_NOM";"LB_AUTHOR";"INHERITED_FROM";"LB_NOM_INHERITED_FROM";"LB_AUTEUR_INHERITED_FROM";"ORIGIN";"KINGDOM";"PHYLUM";"CLASS";"ORDER";"FAMILY";"SUBFAMILY";"TRIBE";"GENUS";"GROUP1_INPN";"GROUP2_INPN";"GROUP3_INPN";"LENGTH";"UNIT";"DIMENSION";"STATISTIC";"ANATOMICAL_ENTITY";"CORRESPONDING_ORTHOGONAL";"GENDER";"BIOLOGICAL_STAGE";"CASTE";"GEOGRAPHIC_EXTENT";"SOURCE";"DATASET_ID";"DATASET_TITLE";"CD_TRAIT";"UNIT_ID";"DIMENSION_ID";"STATISTIC_ID";"ANATOMICAL_ENTITY_ID";"GENDER_ID";"BIOLOGICAL_STAGE_ID";"CASTE_ID";"GEOGRAPHIC_EXTENT_ID";"SOURCE_ID"
239303;"Andrena alfkenella";"Perkins, 1914";239303;"Andrena alfkenella";"Perkins, 1914";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1,33;" mm";" intertegular distance";" mean";"";NA;"";" adult";"";"";"Fortel, L. 2014. Écologie et conservation des abeilles sauvages le long d’un gradient d’urbanisation. Sciences agricoles. Université d’Avignon.";"2.0";"Abeilles";932314;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1621";"https://taxref.mnhn.fr/taxref-web/traits/values/430";"";"";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"";"https://taxref.mnhn.fr/taxref-web/docs/307430"
239303;"Andrena alfkenella";"Perkins, 1914";239303;"Andrena alfkenella";"Perkins, 1914";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";6;" mm";" length";" maximum";" body";NA;" male";" adult";" reproductiveCaste";"";"Amiet, F., Herrmann, M, Müller, A. &amp; Neumeyer, R. 2010. Apidae 6 –&nbsp;<em>Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica&nbsp;</em>26 : 1-317.";"2.0";"Abeilles";916896;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/30";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239303;"Andrena alfkenella";"Perkins, 1914";239303;"Andrena alfkenella";"Perkins, 1914";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";7;" mm";" length";" maximum";" body";NA;" female";" adult";" reproductiveCaste";"";"Amiet, F., Herrmann, M, Müller, A. &amp; Neumeyer, R. 2010. Apidae 6 –&nbsp;<em>Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica&nbsp;</em>26 : 1-317.";"2.0";"Abeilles";924429;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/40";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239303;"Andrena alfkenella";"Perkins, 1914";239303;"Andrena alfkenella";"Perkins, 1914";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";5;" mm";" length";" minimum";" body";NA;" male";" adult";" reproductiveCaste";"";"Amiet, F., Herrmann, M, Müller, A. &amp; Neumeyer, R. 2010. Apidae 6 –&nbsp;<em>Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica&nbsp;</em>26 : 1-317.";"2.0";"Abeilles";901173;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/30";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239303;"Andrena alfkenella";"Perkins, 1914";239303;"Andrena alfkenella";"Perkins, 1914";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";6;" mm";" length";" minimum";" body";NA;" female";" adult";" reproductiveCaste";"";"Amiet, F., Herrmann, M, Müller, A. &amp; Neumeyer, R. 2010. Apidae 6 –&nbsp;<em>Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica&nbsp;</em>26 : 1-317.";"2.0";"Abeilles";908706;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/40";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239304;"Andrena allosa";"Warncke, 1975";239304;"Andrena allosa";"Warncke, 1975";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";7;" mm";" length";" minimum";" body";NA;" male";" adult";" reproductiveCaste";"";"Praz, C. J., Müller, A. &amp; Genoud, D. 2019. Hidden diversity in European bees: <em>Andrena amieti </em>sp. n., a new alpine bee species related to <em>Andrena bicolor </em>(Fabricius, 1775) (Hymenoptera, Apoidea, Andrenidae). <em>Alpine Entomology</em>, 3: 11-38.";"2.0";"Abeilles";901182;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/30";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/239090"
239304;"Andrena allosa";"Warncke, 1975";239304;"Andrena allosa";"Warncke, 1975";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";11;" mm";" length";" maximum";" body";NA;" female";" adult";" reproductiveCaste";"";"Praz, C. J., Müller, A. &amp; Genoud, D. 2019. Hidden diversity in European bees: <em>Andrena amieti </em>sp. n., a new alpine bee species related to <em>Andrena bicolor </em>(Fabricius, 1775) (Hymenoptera, Apoidea, Andrenidae). <em>Alpine Entomology</em>, 3: 11-38.";"2.0";"Abeilles";924438;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/40";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/239090"
239304;"Andrena allosa";"Warncke, 1975";239304;"Andrena allosa";"Warncke, 1975";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";9;" mm";" length";" minimum";" body";NA;" female";" adult";" reproductiveCaste";"";"Praz, C. J., Müller, A. &amp; Genoud, D. 2019. Hidden diversity in European bees: <em>Andrena amieti </em>sp. n., a new alpine bee species related to <em>Andrena bicolor </em>(Fabricius, 1775) (Hymenoptera, Apoidea, Andrenidae). <em>Alpine Entomology</em>, 3: 11-38.";"2.0";"Abeilles";908715;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/40";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/239090"
239304;"Andrena allosa";"Warncke, 1975";239304;"Andrena allosa";"Warncke, 1975";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1,91;" mm";" intertegular distance";"";"";NA;"";" adult";"";"";"Leclercq, V. 2019. <em>Enjeux de Conservation des abeilles sauvages (Apoidea : Anthophila) sur un réseau de réserves naturelles : Analyse statistique</em>. Univ; Paris Saclay, Sciences Sorbonne Université, RNF. 74 pp.";"2.0";"Abeilles";932325;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1621";"";"";"";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"";"https://taxref.mnhn.fr/taxref-web/docs/444932"
239304;"Andrena allosa";"Warncke, 1975";239304;"Andrena allosa";"Warncke, 1975";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";11;" mm";" length";" maximum";" body";NA;" male";" adult";" reproductiveCaste";"";"Praz, C. J., Müller, A. &amp; Genoud, D. 2019. Hidden diversity in European bees: <em>Andrena amieti </em>sp. n., a new alpine bee species related to <em>Andrena bicolor </em>(Fabricius, 1775) (Hymenoptera, Apoidea, Andrenidae). <em>Alpine Entomology</em>, 3: 11-38.";"2.0";"Abeilles";916905;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/30";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/239090"
239305;"Andrena angustior";"(Kirby, 1802)";239305;"Andrena angustior";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";10;" mm";" length";" maximum";" body";NA;" male";" adult";" reproductiveCaste";"";"Amiet, F., Herrmann, M, Müller, A. &amp; Neumeyer, R. 2010. Apidae 6 –&nbsp;<em>Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica&nbsp;</em>26 : 1-317.";"2.0";"Abeilles";916932;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/30";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239305;"Andrena angustior";"(Kirby, 1802)";239305;"Andrena angustior";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1,83;" mm";" intertegular distance";"";"";NA;"";" adult";"";"";"Leclercq, V. 2019. <em>Enjeux de Conservation des abeilles sauvages (Apoidea : Anthophila) sur un réseau de réserves naturelles : Analyse statistique</em>. Univ; Paris Saclay, Sciences Sorbonne Université, RNF. 74 pp.";"2.0";"Abeilles";932346;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1621";"";"";"";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"";"https://taxref.mnhn.fr/taxref-web/docs/444932"
239305;"Andrena angustior";"(Kirby, 1802)";239305;"Andrena angustior";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";8;" mm";" length";" minimum";" body";NA;" male";" adult";" reproductiveCaste";"";"Amiet, F., Herrmann, M, Müller, A. &amp; Neumeyer, R. 2010. Apidae 6 –&nbsp;<em>Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica&nbsp;</em>26 : 1-317.";"2.0";"Abeilles";901209;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/30";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239305;"Andrena angustior";"(Kirby, 1802)";239305;"Andrena angustior";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1,88;" mm";" intertegular distance";" mean";"";NA;"";" adult";"";"";"Fortel, L. 2014. Écologie et conservation des abeilles sauvages le long d’un gradient d’urbanisation. Sciences agricoles. Université d’Avignon.";"2.0";"Abeilles";932340;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1621";"https://taxref.mnhn.fr/taxref-web/traits/values/430";"";"";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"";"https://taxref.mnhn.fr/taxref-web/docs/307430"
239305;"Andrena angustior";"(Kirby, 1802)";239305;"Andrena angustior";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";11;" mm";" length";" maximum";" body";NA;" female";" adult";" reproductiveCaste";"";"Amiet, F., Herrmann, M, Müller, A. &amp; Neumeyer, R. 2010. Apidae 6 –&nbsp;<em>Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica&nbsp;</em>26 : 1-317.";"2.0";"Abeilles";924465;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/40";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239305;"Andrena angustior";"(Kirby, 1802)";239305;"Andrena angustior";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";9;" mm";" length";" minimum";" body";NA;" female";" adult";" reproductiveCaste";"";"Amiet, F., Herrmann, M, Müller, A. &amp; Neumeyer, R. 2010. Apidae 6 –&nbsp;<em>Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica&nbsp;</em>26 : 1-317.";"2.0";"Abeilles";908742;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/40";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239306;"Andrena anthrisci";"Blüthgen, 1925";239306;"Andrena anthrisci";"Blüthgen, 1925";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";5;" mm";" length";" minimum";" body";NA;" male";" adult";" reproductiveCaste";"";"Amiet, F., Herrmann, M, Müller, A. &amp; Neumeyer, R. 2010. Apidae 6 –&nbsp;<em>Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica&nbsp;</em>26 : 1-317.";"2.0";"Abeilles";901218;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/30";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239306;"Andrena anthrisci";"Blüthgen, 1925";239306;"Andrena anthrisci";"Blüthgen, 1925";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";7;" mm";" length";" maximum";" body";NA;" female";" adult";" reproductiveCaste";"";"Amiet, F., Herrmann, M, Müller, A. &amp; Neumeyer, R. 2010. Apidae 6 –&nbsp;<em>Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica&nbsp;</em>26 : 1-317.";"2.0";"Abeilles";924474;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/40";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239306;"Andrena anthrisci";"Blüthgen, 1925";239306;"Andrena anthrisci";"Blüthgen, 1925";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";6;" mm";" length";" maximum";" body";NA;" male";" adult";" reproductiveCaste";"";"Amiet, F., Herrmann, M, Müller, A. &amp; Neumeyer, R. 2010. Apidae 6 –&nbsp;<em>Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica&nbsp;</em>26 : 1-317.";"2.0";"Abeilles";916941;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/30";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239306;"Andrena anthrisci";"Blüthgen, 1925";239306;"Andrena anthrisci";"Blüthgen, 1925";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";6;" mm";" length";" minimum";" body";NA;" female";" adult";" reproductiveCaste";"";"Amiet, F., Herrmann, M, Müller, A. &amp; Neumeyer, R. 2010. Apidae 6 –&nbsp;<em>Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica&nbsp;</em>26 : 1-317.";"2.0";"Abeilles";908751;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/40";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239307;"Andrena antigana";"Pérez, 1895";239307;"Andrena antigana";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";10;" mm";" length";" minimum";" body";NA;" female";" adult";" reproductiveCaste";"";"Pérez, J. 1895. <em>Espèces nouvelles de Méllifères de Barbarie (Diagnoses préliminaires)</em>. G. Gounouilhou, Bordeaux. 64 pp.";"2.0";"Abeilles";908760;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/40";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/141694"
239307;"Andrena antigana";"Pérez, 1895";239307;"Andrena antigana";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";12;" mm";" length";" maximum";" body";NA;" female";" adult";" reproductiveCaste";"";"Pérez, J. 1895. <em>Espèces nouvelles de Méllifères de Barbarie (Diagnoses préliminaires)</em>. G. Gounouilhou, Bordeaux. 64 pp.";"2.0";"Abeilles";924483;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/40";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/141694"
239308;"Andrena apicata";"Smith, 1847";239308;"Andrena apicata";"Smith, 1847";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";13;" mm";" length";" minimum";" body";NA;" female";" adult";" reproductiveCaste";"";"Amiet, F., Herrmann, M, Müller, A. &amp; Neumeyer, R. 2010. Apidae 6 –&nbsp;<em>Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica&nbsp;</em>26 : 1-317.";"2.0";"Abeilles";908769;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/40";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239308;"Andrena apicata";"Smith, 1847";239308;"Andrena apicata";"Smith, 1847";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";14;" mm";" length";" maximum";" body";NA;" female";" adult";" reproductiveCaste";"";"Amiet, F., Herrmann, M, Müller, A. &amp; Neumeyer, R. 2010. Apidae 6 –&nbsp;<em>Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica&nbsp;</em>26 : 1-317.";"2.0";"Abeilles";924492;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/40";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239308;"Andrena apicata";"Smith, 1847";239308;"Andrena apicata";"Smith, 1847";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";12;" mm";" length";" maximum";" body";NA;" male";" adult";" reproductiveCaste";"";"Amiet, F., Herrmann, M, Müller, A. &amp; Neumeyer, R. 2010. Apidae 6 –&nbsp;<em>Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica&nbsp;</em>26 : 1-317.";"2.0";"Abeilles";916950;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/30";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239308;"Andrena apicata";"Smith, 1847";239308;"Andrena apicata";"Smith, 1847";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";10;" mm";" length";" minimum";" body";NA;" male";" adult";" reproductiveCaste";"";"Amiet, F., Herrmann, M, Müller, A. &amp; Neumeyer, R. 2010. Apidae 6 –&nbsp;<em>Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica&nbsp;</em>26 : 1-317.";"2.0";"Abeilles";901227;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1100";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"https://taxref.mnhn.fr/taxref-web/traits/values/1000";"https://taxref.mnhn.fr/taxref-web/traits/values/30";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"https://taxref.mnhn.fr/taxref-web/traits/values/900";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239308;"Andrena apicata";"Smith, 1847";239308;"Andrena apicata";"Smith, 1847";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2,52;" mm";" intertegular distance";"";"";NA;"";" adult";"";"";"Leclercq, V. 2019. <em>Enjeux de Conservation des abeilles sauvages (Apoidea : Anthophila) sur un réseau de réserves naturelles : Analyse statistique</em>. Univ; Paris Saclay, Sciences Sorbonne Université, RNF. 74 pp.";"2.0";"Abeilles";932351;"https://taxref.mnhn.fr/taxref-web/traits/values/203";"https://taxref.mnhn.fr/taxref-web/traits/values/1621";"";"";"";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"";"https://taxref.mnhn.fr/taxref-web/docs/444932"
