"CD_NOM";"LB_NOM";"LB_AUTHOR";"INHERITED_FROM";"LB_NOM_INHERITED_FROM";"LB_AUTEUR_INHERITED_FROM";"ORIGIN";"KINGDOM";"PHYLUM";"CLASS";"ORDER";"FAMILY";"SUBFAMILY";"TRIBE";"GENUS";"GROUP1_INPN";"GROUP2_INPN";"GROUP3_INPN";"PHENOLOGY";"BEHAVIOR__ACTIVITY";"BIOLOGICAL_STAGE";"MIN_ALTITUDE_IN_M";"MAX_ALTITUDE_IN_M";"GEOGRAPHIC_EXTENT";"SOURCE";"DATASET_ID";"DATASET_TITLE";"CD_TRAIT";"PHENOLOGY_ID";"BEHAVIOR__ACTIVITY_ID";"BIOLOGICAL_STAGE_ID";"GEOGRAPHIC_EXTENT_ID";"SOURCE_ID"
53077;"Andrena cineraria";"(Linnaeus, 1758)";53077;"Andrena cineraria";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" march";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";887697;"https://taxref.mnhn.fr/taxref-web/traits/values/1136";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53077;"Andrena cineraria";"(Linnaeus, 1758)";53077;"Andrena cineraria";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" april";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";887701;"https://taxref.mnhn.fr/taxref-web/traits/values/1137";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53077;"Andrena cineraria";"(Linnaeus, 1758)";53077;"Andrena cineraria";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" may";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";887705;"https://taxref.mnhn.fr/taxref-web/traits/values/1138";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53079;"Andrena fulva";"(Müller, 1766)";53079;"Andrena fulva";"(Müller, 1766)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" may";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";888121;"https://taxref.mnhn.fr/taxref-web/traits/values/1138";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53079;"Andrena fulva";"(Müller, 1766)";53079;"Andrena fulva";"(Müller, 1766)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" march";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";888113;"https://taxref.mnhn.fr/taxref-web/traits/values/1136";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53079;"Andrena fulva";"(Müller, 1766)";53079;"Andrena fulva";"(Müller, 1766)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" april";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";888117;"https://taxref.mnhn.fr/taxref-web/traits/values/1137";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53081;"Anthidium manicatum";"(Linnaeus, 1758)";53081;"Anthidium manicatum";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidium";"Arthropodes";"Insectes";"Hyménoptères";" august";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";889881;"https://taxref.mnhn.fr/taxref-web/traits/values/1141";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53081;"Anthidium manicatum";"(Linnaeus, 1758)";53081;"Anthidium manicatum";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidium";"Arthropodes";"Insectes";"Hyménoptères";" june";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";889873;"https://taxref.mnhn.fr/taxref-web/traits/values/1139";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53081;"Anthidium manicatum";"(Linnaeus, 1758)";53081;"Anthidium manicatum";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidium";"Arthropodes";"Insectes";"Hyménoptères";" july";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";889877;"https://taxref.mnhn.fr/taxref-web/traits/values/1140";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53082;"Anthidium montanum";"Morawitz, 1865";53082;"Anthidium montanum";"Morawitz, 1865";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidium";"Arthropodes";"Insectes";"Hyménoptères";" june";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";889885;"https://taxref.mnhn.fr/taxref-web/traits/values/1139";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53082;"Anthidium montanum";"Morawitz, 1865";53082;"Anthidium montanum";"Morawitz, 1865";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidium";"Arthropodes";"Insectes";"Hyménoptères";" july";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";889889;"https://taxref.mnhn.fr/taxref-web/traits/values/1140";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53082;"Anthidium montanum";"Morawitz, 1865";53082;"Anthidium montanum";"Morawitz, 1865";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidium";"Arthropodes";"Insectes";"Hyménoptères";" august";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";889893;"https://taxref.mnhn.fr/taxref-web/traits/values/1141";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53083;"Anthidium punctatum";"Latreille, 1809";53083;"Anthidium punctatum";"Latreille, 1809";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidium";"Arthropodes";"Insectes";"Hyménoptères";" september";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";889925;"https://taxref.mnhn.fr/taxref-web/traits/values/1142";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53083;"Anthidium punctatum";"Latreille, 1809";53083;"Anthidium punctatum";"Latreille, 1809";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidium";"Arthropodes";"Insectes";"Hyménoptères";" may";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";889909;"https://taxref.mnhn.fr/taxref-web/traits/values/1138";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53083;"Anthidium punctatum";"Latreille, 1809";53083;"Anthidium punctatum";"Latreille, 1809";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidium";"Arthropodes";"Insectes";"Hyménoptères";" august";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";889921;"https://taxref.mnhn.fr/taxref-web/traits/values/1141";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53083;"Anthidium punctatum";"Latreille, 1809";53083;"Anthidium punctatum";"Latreille, 1809";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidium";"Arthropodes";"Insectes";"Hyménoptères";" june";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";889913;"https://taxref.mnhn.fr/taxref-web/traits/values/1139";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53083;"Anthidium punctatum";"Latreille, 1809";53083;"Anthidium punctatum";"Latreille, 1809";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Megachilidae";"Megachilinae";"Anthidiini";"Anthidium";"Arthropodes";"Insectes";"Hyménoptères";" july";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";889917;"https://taxref.mnhn.fr/taxref-web/traits/values/1140";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53093;"Bombus cullumanus";"(Kirby, 1802)";53093;"Bombus cullumanus";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" june";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890433;"https://taxref.mnhn.fr/taxref-web/traits/values/1139";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53093;"Bombus cullumanus";"(Kirby, 1802)";53093;"Bombus cullumanus";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" may";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890429;"https://taxref.mnhn.fr/taxref-web/traits/values/1138";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53093;"Bombus cullumanus";"(Kirby, 1802)";53093;"Bombus cullumanus";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" july";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890437;"https://taxref.mnhn.fr/taxref-web/traits/values/1140";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53093;"Bombus cullumanus";"(Kirby, 1802)";53093;"Bombus cullumanus";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" august";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890441;"https://taxref.mnhn.fr/taxref-web/traits/values/1141";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53095;"Bombus hortorum";"(Linnaeus, 1761)";53095;"Bombus hortorum";"(Linnaeus, 1761)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" june";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890501;"https://taxref.mnhn.fr/taxref-web/traits/values/1139";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53095;"Bombus hortorum";"(Linnaeus, 1761)";53095;"Bombus hortorum";"(Linnaeus, 1761)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" april";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890493;"https://taxref.mnhn.fr/taxref-web/traits/values/1137";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53095;"Bombus hortorum";"(Linnaeus, 1761)";53095;"Bombus hortorum";"(Linnaeus, 1761)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" july";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890505;"https://taxref.mnhn.fr/taxref-web/traits/values/1140";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53095;"Bombus hortorum";"(Linnaeus, 1761)";53095;"Bombus hortorum";"(Linnaeus, 1761)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" may";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890497;"https://taxref.mnhn.fr/taxref-web/traits/values/1138";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53095;"Bombus hortorum";"(Linnaeus, 1761)";53095;"Bombus hortorum";"(Linnaeus, 1761)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" august";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890509;"https://taxref.mnhn.fr/taxref-web/traits/values/1141";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53095;"Bombus hortorum";"(Linnaeus, 1761)";53095;"Bombus hortorum";"(Linnaeus, 1761)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" march";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890489;"https://taxref.mnhn.fr/taxref-web/traits/values/1136";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53096;"Bombus hypnorum";"(Linnaeus, 1758)";53096;"Bombus hypnorum";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" april";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890537;"https://taxref.mnhn.fr/taxref-web/traits/values/1137";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53096;"Bombus hypnorum";"(Linnaeus, 1758)";53096;"Bombus hypnorum";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" june";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890545;"https://taxref.mnhn.fr/taxref-web/traits/values/1139";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53096;"Bombus hypnorum";"(Linnaeus, 1758)";53096;"Bombus hypnorum";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" may";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890541;"https://taxref.mnhn.fr/taxref-web/traits/values/1138";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53096;"Bombus hypnorum";"(Linnaeus, 1758)";53096;"Bombus hypnorum";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" july";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890549;"https://taxref.mnhn.fr/taxref-web/traits/values/1140";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53096;"Bombus hypnorum";"(Linnaeus, 1758)";53096;"Bombus hypnorum";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" march";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890533;"https://taxref.mnhn.fr/taxref-web/traits/values/1136";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53097;"Bombus lapidarius";"(Linnaeus, 1758)";53097;"Bombus lapidarius";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" march";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890593;"https://taxref.mnhn.fr/taxref-web/traits/values/1136";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53097;"Bombus lapidarius";"(Linnaeus, 1758)";53097;"Bombus lapidarius";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" april";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890597;"https://taxref.mnhn.fr/taxref-web/traits/values/1137";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53097;"Bombus lapidarius";"(Linnaeus, 1758)";53097;"Bombus lapidarius";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" june";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890605;"https://taxref.mnhn.fr/taxref-web/traits/values/1139";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53097;"Bombus lapidarius";"(Linnaeus, 1758)";53097;"Bombus lapidarius";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" july";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890609;"https://taxref.mnhn.fr/taxref-web/traits/values/1140";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53097;"Bombus lapidarius";"(Linnaeus, 1758)";53097;"Bombus lapidarius";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" may";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890601;"https://taxref.mnhn.fr/taxref-web/traits/values/1138";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
53098;"Bombus lucorum";"(Linnaeus, 1761)";53098;"Bombus lucorum";"(Linnaeus, 1761)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Apidae";"Apinae";"Bombini";"Bombus";"Arthropodes";"Insectes";"Hyménoptères";" june";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";890625;"https://taxref.mnhn.fr/taxref-web/traits/values/1139";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
