"CD_NOM";"LB_NOM";"LB_AUTHOR";"INHERITED_FROM";"LB_NOM_INHERITED_FROM";"LB_AUTEUR_INHERITED_FROM";"ORIGIN";"KINGDOM";"PHYLUM";"CLASS";"ORDER";"FAMILY";"SUBFAMILY";"TRIBE";"GENUS";"GROUP1_INPN";"GROUP2_INPN";"GROUP3_INPN";"PHENOLOGY";"BEHAVIOR__ACTIVITY";"BIOLOGICAL_STAGE";"MIN_ALTITUDE_IN_M";"MAX_ALTITUDE_IN_M";"GEOGRAPHIC_EXTENT";"SOURCE";"DATASET_ID";"DATASET_TITLE";"CD_TRAIT";"PHENOLOGY_ID";"BEHAVIOR__ACTIVITY_ID";"BIOLOGICAL_STAGE_ID";"GEOGRAPHIC_EXTENT_ID";"SOURCE_ID"
239404;"Andrena nuptialis";"Pérez, 1902";239404;"Andrena nuptialis";"Pérez, 1902";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" april";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";888893;"https://taxref.mnhn.fr/taxref-web/traits/values/1137";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239405;"Andrena nycthemera";"Imhoff, 1868";239405;"Andrena nycthemera";"Imhoff, 1868";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" april";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";888913;"https://taxref.mnhn.fr/taxref-web/traits/values/1137";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239405;"Andrena nycthemera";"Imhoff, 1868";239405;"Andrena nycthemera";"Imhoff, 1868";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" june";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";888921;"https://taxref.mnhn.fr/taxref-web/traits/values/1139";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239405;"Andrena nycthemera";"Imhoff, 1868";239405;"Andrena nycthemera";"Imhoff, 1868";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" may";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";888917;"https://taxref.mnhn.fr/taxref-web/traits/values/1138";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239405;"Andrena nycthemera";"Imhoff, 1868";239405;"Andrena nycthemera";"Imhoff, 1868";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" march";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";888909;"https://taxref.mnhn.fr/taxref-web/traits/values/1136";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239406;"Andrena orbitalis";"Morawitz, 1871";239406;"Andrena orbitalis";"Morawitz, 1871";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" march";" flying";" adult";NA;NA;"";"Scheuchl, E. 2014. Personnal communication. In: Aubouin, L., Genoud, D., Givord-Coupeau, B., Tercerie, S., Gargominy, O., Leclercq, V., Geslin, B., Schatz, B. 2024.  BeeFunc : a comprehensive trait database for French wild bees. ";"2.0";"Abeilles";888925;"https://taxref.mnhn.fr/taxref-web/traits/values/1136";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/447699"
239406;"Andrena orbitalis";"Morawitz, 1871";239406;"Andrena orbitalis";"Morawitz, 1871";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" june";" flying";" adult";NA;NA;"";"Scheuchl, E. 2014. Personnal communication. In: Aubouin, L., Genoud, D., Givord-Coupeau, B., Tercerie, S., Gargominy, O., Leclercq, V., Geslin, B., Schatz, B. 2024.  BeeFunc : a comprehensive trait database for French wild bees. ";"2.0";"Abeilles";888937;"https://taxref.mnhn.fr/taxref-web/traits/values/1139";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/447699"
239406;"Andrena orbitalis";"Morawitz, 1871";239406;"Andrena orbitalis";"Morawitz, 1871";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" april";" flying";" adult";NA;NA;"";"Scheuchl, E. 2014. Personnal communication. In: Aubouin, L., Genoud, D., Givord-Coupeau, B., Tercerie, S., Gargominy, O., Leclercq, V., Geslin, B., Schatz, B. 2024.  BeeFunc : a comprehensive trait database for French wild bees. ";"2.0";"Abeilles";888929;"https://taxref.mnhn.fr/taxref-web/traits/values/1137";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/447699"
239406;"Andrena orbitalis";"Morawitz, 1871";239406;"Andrena orbitalis";"Morawitz, 1871";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" july";" flying";" adult";NA;NA;"";"Scheuchl, E. 2014. Personnal communication. In: Aubouin, L., Genoud, D., Givord-Coupeau, B., Tercerie, S., Gargominy, O., Leclercq, V., Geslin, B., Schatz, B. 2024.  BeeFunc : a comprehensive trait database for French wild bees. ";"2.0";"Abeilles";888941;"https://taxref.mnhn.fr/taxref-web/traits/values/1140";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/447699"
239406;"Andrena orbitalis";"Morawitz, 1871";239406;"Andrena orbitalis";"Morawitz, 1871";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" may";" flying";" adult";NA;NA;"";"Scheuchl, E. 2014. Personnal communication. In: Aubouin, L., Genoud, D., Givord-Coupeau, B., Tercerie, S., Gargominy, O., Leclercq, V., Geslin, B., Schatz, B. 2024.  BeeFunc : a comprehensive trait database for French wild bees. ";"2.0";"Abeilles";888933;"https://taxref.mnhn.fr/taxref-web/traits/values/1138";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/447699"
239407;"Andrena ovatula";"(Kirby, 1802)";239407;"Andrena ovatula";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" august";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";888965;"https://taxref.mnhn.fr/taxref-web/traits/values/1141";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239407;"Andrena ovatula";"(Kirby, 1802)";239407;"Andrena ovatula";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" march";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";888945;"https://taxref.mnhn.fr/taxref-web/traits/values/1136";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239407;"Andrena ovatula";"(Kirby, 1802)";239407;"Andrena ovatula";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" april";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";888949;"https://taxref.mnhn.fr/taxref-web/traits/values/1137";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239407;"Andrena ovatula";"(Kirby, 1802)";239407;"Andrena ovatula";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" july";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";888961;"https://taxref.mnhn.fr/taxref-web/traits/values/1140";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239407;"Andrena ovatula";"(Kirby, 1802)";239407;"Andrena ovatula";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" june";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";888957;"https://taxref.mnhn.fr/taxref-web/traits/values/1139";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239407;"Andrena ovatula";"(Kirby, 1802)";239407;"Andrena ovatula";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" may";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";888953;"https://taxref.mnhn.fr/taxref-web/traits/values/1138";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239408;"Andrena pallitarsis";"Pérez, 1903";239408;"Andrena pallitarsis";"Pérez, 1903";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" july";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";888981;"https://taxref.mnhn.fr/taxref-web/traits/values/1140";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239408;"Andrena pallitarsis";"Pérez, 1903";239408;"Andrena pallitarsis";"Pérez, 1903";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" august";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";888985;"https://taxref.mnhn.fr/taxref-web/traits/values/1141";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239409;"Andrena pandellei";"Pérez, 1895";239409;"Andrena pandellei";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" june";" flying";" adult";NA;NA;"";"SwissBeeTeam. 2018. Atlas en ligne des abeilles sauvages de Suisse. InfoFauna. http://swisswildbee.ch.";"2.0";"Abeilles";888993;"https://taxref.mnhn.fr/taxref-web/traits/values/1139";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444815"
239409;"Andrena pandellei";"Pérez, 1895";239409;"Andrena pandellei";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" july";" flying";" adult";NA;NA;"";"SwissBeeTeam. 2018. Atlas en ligne des abeilles sauvages de Suisse. InfoFauna. http://swisswildbee.ch.";"2.0";"Abeilles";888997;"https://taxref.mnhn.fr/taxref-web/traits/values/1140";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444815"
239409;"Andrena pandellei";"Pérez, 1895";239409;"Andrena pandellei";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" may";" flying";" adult";NA;NA;"";"SwissBeeTeam. 2018. Atlas en ligne des abeilles sauvages de Suisse. InfoFauna. http://swisswildbee.ch.";"2.0";"Abeilles";888989;"https://taxref.mnhn.fr/taxref-web/traits/values/1138";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444815"
239410;"Andrena panurgina";"De Stefani, 1889";239410;"Andrena panurgina";"De Stefani, 1889";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" february";" flying";" adult";NA;NA;"";"Roberts, S. 2014. Andrena panurgina. The IUCN Red List of Threatened Species 2014: e.T19198697A19201410.";"2.0";"Abeilles";889001;"https://taxref.mnhn.fr/taxref-web/traits/values/1135";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444773"
239410;"Andrena panurgina";"De Stefani, 1889";239410;"Andrena panurgina";"De Stefani, 1889";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" march";" flying";" adult";NA;NA;"";"Roberts, S. 2014. Andrena panurgina. The IUCN Red List of Threatened Species 2014: e.T19198697A19201410.";"2.0";"Abeilles";889005;"https://taxref.mnhn.fr/taxref-web/traits/values/1136";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444773"
239410;"Andrena panurgina";"De Stefani, 1889";239410;"Andrena panurgina";"De Stefani, 1889";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" april";" flying";" adult";NA;NA;"";"Roberts, S. 2014. Andrena panurgina. The IUCN Red List of Threatened Species 2014: e.T19198697A19201410.";"2.0";"Abeilles";889009;"https://taxref.mnhn.fr/taxref-web/traits/values/1137";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444773"
239410;"Andrena panurgina";"De Stefani, 1889";239410;"Andrena panurgina";"De Stefani, 1889";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" may";" flying";" adult";NA;NA;"";"Roberts, S. 2014. Andrena panurgina. The IUCN Red List of Threatened Species 2014: e.T19198697A19201410.";"2.0";"Abeilles";889013;"https://taxref.mnhn.fr/taxref-web/traits/values/1138";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444773"
239411;"Andrena parviceps";"Kriechbaumer, 1873";239411;"Andrena parviceps";"Kriechbaumer, 1873";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" july";" flying";" adult";NA;NA;"";"Amiet, F., Herrmann, M, Müller, A. & Neumeyer, R. 2010. Apidae 6 – Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica 26 : 1-317. ";"2.0";"Abeilles";889033;"https://taxref.mnhn.fr/taxref-web/traits/values/1140";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239411;"Andrena parviceps";"Kriechbaumer, 1873";239411;"Andrena parviceps";"Kriechbaumer, 1873";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" may";" flying";" adult";NA;NA;"";"Amiet, F., Herrmann, M, Müller, A. & Neumeyer, R. 2010. Apidae 6 – Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica 26 : 1-317. ";"2.0";"Abeilles";889025;"https://taxref.mnhn.fr/taxref-web/traits/values/1138";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239411;"Andrena parviceps";"Kriechbaumer, 1873";239411;"Andrena parviceps";"Kriechbaumer, 1873";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" april";" flying";" adult";NA;NA;"";"Amiet, F., Herrmann, M, Müller, A. & Neumeyer, R. 2010. Apidae 6 – Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica 26 : 1-317. ";"2.0";"Abeilles";889021;"https://taxref.mnhn.fr/taxref-web/traits/values/1137";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239411;"Andrena parviceps";"Kriechbaumer, 1873";239411;"Andrena parviceps";"Kriechbaumer, 1873";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" june";" flying";" adult";NA;NA;"";"Amiet, F., Herrmann, M, Müller, A. & Neumeyer, R. 2010. Apidae 6 – Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica 26 : 1-317. ";"2.0";"Abeilles";889029;"https://taxref.mnhn.fr/taxref-web/traits/values/1139";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239411;"Andrena parviceps";"Kriechbaumer, 1873";239411;"Andrena parviceps";"Kriechbaumer, 1873";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" march";" flying";" adult";NA;NA;"";"Amiet, F., Herrmann, M, Müller, A. & Neumeyer, R. 2010. Apidae 6 – Andrena, Melliturga, Panurginus, Panurgus. Fauna Helvetica 26 : 1-317. ";"2.0";"Abeilles";889017;"https://taxref.mnhn.fr/taxref-web/traits/values/1136";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/307569"
239412;"Andrena paucisquama";"Noskiewicz, 1924";239412;"Andrena paucisquama";"Noskiewicz, 1924";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" may";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";889037;"https://taxref.mnhn.fr/taxref-web/traits/values/1138";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239412;"Andrena paucisquama";"Noskiewicz, 1924";239412;"Andrena paucisquama";"Noskiewicz, 1924";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" june";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";889041;"https://taxref.mnhn.fr/taxref-web/traits/values/1139";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239413;"Andrena pellucens";"Pérez, 1895";239413;"Andrena pellucens";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" august";" flying";" adult";NA;NA;"";"Roberts, S. 2014. Andrena pellucens. The IUCN Red List of Threatened Species 2014: e.T19199351A19201445.";"2.0";"Abeilles";889065;"https://taxref.mnhn.fr/taxref-web/traits/values/1141";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444772"
239413;"Andrena pellucens";"Pérez, 1895";239413;"Andrena pellucens";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" october";" flying";" adult";NA;NA;"";"Roberts, S. 2014. Andrena pellucens. The IUCN Red List of Threatened Species 2014: e.T19199351A19201445.";"2.0";"Abeilles";889073;"https://taxref.mnhn.fr/taxref-web/traits/values/1143";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444772"
239413;"Andrena pellucens";"Pérez, 1895";239413;"Andrena pellucens";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" september";" flying";" adult";NA;NA;"";"Roberts, S. 2014. Andrena pellucens. The IUCN Red List of Threatened Species 2014: e.T19199351A19201445.";"2.0";"Abeilles";889069;"https://taxref.mnhn.fr/taxref-web/traits/values/1142";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444772"
239414;"Andrena pilipes";"Fabricius, 1781";239414;"Andrena pilipes";"Fabricius, 1781";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" september";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";889093;"https://taxref.mnhn.fr/taxref-web/traits/values/1142";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239414;"Andrena pilipes";"Fabricius, 1781";239414;"Andrena pilipes";"Fabricius, 1781";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" august";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";889089;"https://taxref.mnhn.fr/taxref-web/traits/values/1141";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239414;"Andrena pilipes";"Fabricius, 1781";239414;"Andrena pilipes";"Fabricius, 1781";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";" may";" flying";" adult";NA;NA;"";"Scheuchl E., Willner W. 2016. Taschenlexikon der Wildbienen Europas. Quelle & Meyer Verlag Wiebelsheim. 920pp.";"2.0";"Abeilles";889081;"https://taxref.mnhn.fr/taxref-web/traits/values/1138";"https://taxref.mnhn.fr/taxref-web/traits/values/1146";"https://taxref.mnhn.fr/taxref-web/traits/values/50";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
