CD_NOM;LB_NOM;NOM_COMPLET;NOM_VALIDE;PHYLUM;CLASSE;ORDRE;FAMILLE;SOUS_FAMILLE;TRIBU;GENRE;SOUS_GENRE
1000787;Anthophora flabellifera;Anthophora flabellifera Lepeletier, 1841;Anthophora pubescens (Fabricius, 1781);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Caranthophora
239498;Anthophora fulvitarsis;Anthophora fulvitarsis Brulle, 1832;Anthophora fulvitarsis Brulle, 1832;Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Anthophora
239499;Anthophora fulvodimidiata;Anthophora fulvodimidiata Dours, 1869;Anthophora fulvodimidiata Dours, 1869;Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Heliophila
239500;Anthophora furcata;Anthophora furcata (Panzer, 1798);Anthophora furcata (Panzer, 1798);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Clisodon
814738;Anthophora gallica;Anthophora gallica Dalla Torre & Friese, 1895;Anthophora gallica Dalla Torre & Friese, 1895;Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;
1000791;Anthophora garrula;Anthophora garrula (Rossi, 1790);Amegilla garrula (Rossi, 1790);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Amegilla;Amegilla
407110;Anthophora graeca;Anthophora graeca Alfken, 1942;Amegilla albigena (Lepeletier, 1841);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Amegilla;Zebramegilla
1000541;Anthophora inermis;Anthophora inermis Zetterstedt, 1838;Osmia inermis (Zetterstedt, 1838);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Melanosmia
1000786;Anthophora intermedia;Anthophora intermedia Lepeletier, 1841;Anthophora aestivalis (Panzer, 1801);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Pyganthophora
814740;Anthophora lanata;Anthophora lanata (Klug, 1845);Anthophora canescens Brulle, 1832;Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Anthophora
239501;Anthophora larvata;Anthophora larvata Giraud, 1863;Anthophora larvata Giraud, 1863;Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Paramegilla
239502;Anthophora leucophaea;Anthophora leucophaea Perez, 1880;Anthophora leucophaea Perez, 1880;Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;
996012;Anthophora magnilabris;Anthophora magnilabris Fedtschenko, 1875;Amegilla savignyi (Lepeletier, 1841);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Amegilla;Zebramegilla
239504;Anthophora mucida;Anthophora mucida Gribodo, 1873;Anthophora mucida Gribodo, 1873;Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Lophanthophora
407147;Anthophora nigripes;Anthophora nigripes Perez, 1880;Anthophora fulvodimidiata Dours, 1869;Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Heliophila
1000550;Anthophora nigriventris;Anthophora nigriventris Zetterstedt, 1838;Osmia nigriventris (Zetterstedt, 1838);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Melanosmia
407152;Anthophora nigrocincta;Anthophora nigrocincta Lepeletier, 1841;Anthophora canescens Brulle, 1832;Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Anthophora
239505;Anthophora nigrovittata;Anthophora nigrovittata Dours, 1869;Anthophora nigrovittata Dours, 1869;Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Paramegilla
1000548;Anthophora notata;Anthophora notata Fabricius, 1804;Osmia notata (Fabricius, 1804);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;
998681;Anthophora oblongata;Anthophora oblongata Illiger, 1806;Anthidium oblongatum (Illiger, 1806);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Anthidium;Proanthidium
407111;Anthophora ochroleuca;Anthophora ochroleuca Perez, 1880;Amegilla ochroleuca (Perez, 1880);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Amegilla;
407151;Anthophora oxygona;Anthophora oxygona Dours, 1869;Anthophora robusta (Klug, 1845);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Lophanthophora
820951;Anthophora pilipes;Anthophora pilipes (Fabricius, 1775);Anthophora plumipes (Pallas, 1772);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Anthophora
239507;Anthophora plagiata;Anthophora plagiata (Illiger, 1806);Anthophora plagiata (Illiger, 1806);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Melea
239508;Anthophora plumipes;Anthophora plumipes (Pallas, 1772);Anthophora plumipes (Pallas, 1772);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Anthophora
239509;Anthophora podagra;Anthophora podagra Lepeletier, 1841;Anthophora podagra Lepeletier, 1841;Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Paramegilla
239510;Anthophora pubescens;Anthophora pubescens (Fabricius, 1781);Anthophora pubescens (Fabricius, 1781);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Caranthophora
239511;Anthophora punctilabris;Anthophora punctilabris Perez, 1880;Anthophora punctilabris Perez, 1880;Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;
814739;Anthophora quadricolor gallica;Anthophora quadricolor gallica Dalla Torre & Friese, 1895;Anthophora gallica Dalla Torre & Friese, 1895;Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;
239513;Anthophora quadrimaculata;Anthophora quadrimaculata (Panzer, 1798);Anthophora quadrimaculata (Panzer, 1798);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Dasymegilla
239514;Anthophora retusa;Anthophora retusa (Linnaeus, 1758);Anthophora retusa (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;
1008547;Anthophora retusa retusa;Anthophora retusa retusa (Linnaeus, 1758);Anthophora retusa (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;
945630;Anthophora retusa var. meridionalis;Anthophora retusa var. meridionalis Perez, 1879;Anthophora retusa (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;
239515;Anthophora robusta;Anthophora robusta (Klug, 1845);Anthophora robusta (Klug, 1845);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Lophanthophora
407149;Anthophora rufa;Anthophora rufa Lepeletier, 1841;Anthophora podagra Lepeletier, 1841;Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Paramegilla
239517;Anthophora salviae;Anthophora salviae (Panzer, 1802);Anthophora crinipes Smith, 1854;Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;
239519;Anthophora senescens;Anthophora senescens Lepeletier, 1841;Anthophora senescens Lepeletier, 1841;Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Anthophora
239520;Anthophora sichelii;Anthophora sichelii Radoszkowski, 1869;Anthophora sichelii Radoszkowski, 1869;Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Pyganthophora
1000793;Anthophora squalida;Anthophora squalida Lepeletier, 1841;Anthophora bimaculata (Panzer, 1798);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Heliophila
239521;Anthophora subterranea;Anthophora subterranea Germar, 1826;Anthophora canescens Brulle, 1832;Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Anthophora
407150;Anthophora vara;Anthophora vara Lepeletier, 1841;Anthophora quadrimaculata (Panzer, 1798);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Dasymegilla
816765;Anthophora vulpina;Anthophora vulpina (Panzer, 1798);Anthophora quadrimaculata (Panzer, 1798);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Dasymegilla
407130;Anthrena commutata;Anthrena commutata Schultz, 1906;Andrena griseobalteata Dours, 1872;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;Andrena;Notandrena
998577;Anthrena lathyri;Anthrena lathyri Alfken, 1899;Andrena lathyri Alfken, 1899;Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;Andrena;Taeniandrena
997225;Apis adunca;Apis adunca Panzer, 1798;Hoplitis adunca (Panzer, 1798);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis
998583;Apis aestivalis;Apis aestivalis Panzer, 1801;Anthophora aestivalis (Panzer, 1801);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Pyganthophora
996805;Apis agilissima;Apis agilissima Scopoli, 1770;Andrena agilissima (Scopoli, 1770);Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;Andrena;Agandrena
1000320;Apis agrestis;Apis agrestis Geoffroy in Fourcroy, 1785;Lasioglossum albipes albipes (Fabricius, 1781);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;
407154;Apis agrorum;Apis agrorum Fabricius, 1787;Bombus pascuorum (Scopoli, 1763);Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus
815807;Apis albifrons;Apis albifrons Forster, 1771;Melecta albifrons (Forster, 1771);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Melecta;Melecta
1000317;Apis albipes;Apis albipes Fabricius, 1781;Lasioglossum albipes (Fabricius, 1781);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra
998073;Apis albopunctata;Apis albopunctata Rossi, 1792;Andrena albopunctata (Rossi, 1792);Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;Andrena;Melandrena
850292;Apis alpina;Apis alpina Linnaeus, 1758;Bombus alpinus (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Bombini;Bombus;
816821;Apis altercator;Apis altercator Harris, 1780;Dasypoda hirtipes (Fabricius, 1793);Arthropoda;Insecta;Hymenoptera;Melittidae;Dasypodainae;;Dasypoda;Dasypoda
850280;Apis annulatus;Apis annulatus Linnaeus, 1758;Hylaeus annulatus (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeinae;;Hylaeus;
815864;Apis argillacea;Apis argillacea Scopoli, 1763;Bombus argillaceus (Scopoli, 1763);Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Bombini;Bombus;Megabombus
820956;Apis aterrima;Apis aterrima Panzer, 1798;Stelis punctulatissima (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Stelis;Stelis
815954;Apis aurulenta;Apis aurulenta Panzer, 1799;Osmia aurulenta (Panzer, 1799);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Helicosmia
999199;Apis autumnalis;Apis autumnalis Fabricius, 1793;Bombus ruderatus autumnalis (Fabricius, 1793);Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Bombini;Bombus;
996909;Apis banksiana;Apis banksiana Kirby, 1802;Panurgus banksianus (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Euryvalvus
996830;Apis barbutella;Apis barbutella Kirby, 1802;Bombus barbutellus (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Bombini;Bombus;Psithyrus
899057;Apis bicolor;Apis bicolor Schrank, 1781;Osmia bicolor (Schrank, 1781);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Neosmia
898951;Apis bicolorata;Apis bicolorata Rossi, 1790;Andrena bicolorata (Rossi, 1790);Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;Andrena;Melandrena
850269;Apis bicornis;Apis bicornis Linnaeus, 1758;Osmia bicornis (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;
998621;Apis bimaculata;Apis bimaculata Panzer, 1798;Anthophora bimaculata (Panzer, 1798);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Heliophila
1000016;Apis bombinus iris;Apis bombinus iris Christ, 1791;Xylocopa iris (Christ, 1791);Arthropoda;Insecta;Hymenoptera;Apidae;Xylocopinae;Xylocopini;Xylocopa;Copoxylocopa
815209;Apis byssina;Apis byssina Panzer, 1798;Trachusa byssina (Panzer, 1798);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Trachusa;Trachusa
1000644;Apis caerulea;Apis caerulea Villers, 1789;Ceratina chalcites Germar, 1839;Arthropoda;Insecta;Hymenoptera;Apidae;Xylocopinae;Ceratinini;Ceratina;Euceratina
850273;Apis caerulescens;Apis caerulescens Linnaeus, 1758;Osmia caerulescens (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;
998580;Apis calcarata;Apis calcarata Scopoli, 1763;Panurgus calcaratus (Scopoli, 1763);Arthropoda;Insecta;Hymenoptera;Andrenidae;Panurginae;Panurgini;Panurgus;Panurgus
1000151;Apis calceata;Apis calceata Scopoli, 1763;Lasioglossum calceatum (Scopoli, 1763);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra
999949;Apis callosa;Apis callosa Fabricius, 1794;Ceratina callosa (Fabricius, 1794);Arthropoda;Insecta;Hymenoptera;Apidae;Xylocopinae;Ceratinini;Ceratina;Euceratina
996833;Apis campanularum;Apis campanularum Kirby, 1802;Chelostoma campanularum (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Chelostoma;Foveosmia
998858;Apis campestris;Apis campestris Panzer, 1800;Bombus campestris (Panzer, 1800);Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Bombini;Bombus;
850265;Apis centuncularis;Apis centuncularis Linnaeus, 1758;Megachile centuncularis (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;
850266;Apis cineraria;Apis cineraria Linnaeus, 1758;Andrena cineraria (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;Andrena;
1000044;Apis cinerea;Apis cinerea Geoffroy in Fourcroy, 1785;Colletes cunicularius cunicularius (Linnaeus, 1761);Arthropoda;Insecta;Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;
815403;Apis circumcincta;Apis circumcincta Kirby, 1802;Megachile circumcincta (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Xanthosarus
999948;Apis coecutiens;Apis coecutiens Fabricius, 1775;Epeoloides coecutiens (Fabricius, 1775);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Osirini;Epeoloides;
998426;Apis combinata;Apis combinata Christ, 1791;Andrena combinata (Christ, 1791);Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;Andrena;Simandrena
1001286;Apis cornigera;Apis cornigera Kirby, 1802 non Rossi, 1790;Nomada fulvicornis Fabricius, 1793;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;
946255;Apis cornigera;Apis cornigera Rossi, 1790;Osmia bicornis globosa (Scopoli, 1763);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;
1000635;Apis coronata;Apis coronata Geoffroy in Fourcroy, 1785;Bombus lapidarius (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Bombini;Bombus;
998859;Apis cryptarum;Apis cryptarum Fabricius, 1775;Bombus cryptarum (Fabricius, 1775);Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Bombini;Bombus;Bombus
999952;Apis cucurbitina;Apis cucurbitina Rossi, 1792;Ceratina cucurbitina (Rossi, 1792);Arthropoda;Insecta;Hymenoptera;Apidae;Xylocopinae;Ceratinini;Ceratina;Ceratina
996832;Apis cullumana;Apis cullumana Kirby, 1802;Bombus cullumanus (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Bombini;Bombus;Cullumanobombus
1000053;Apis cunicularia;Apis cunicularia Linnaeus, 1761;Colletes cunicularius (Linnaeus, 1761);Arthropoda;Insecta;Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;
1000650;Apis cuprea;Apis cuprea Geoffroy in Fourcroy, 1785;Osmia caerulescens caerulescens (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;
996834;Apis cyanea;Apis cyanea Kirby, 1802;Ceratina cyanea (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Apidae;Xylocopinae;Ceratinini;Ceratina;Euceratina
996827;Apis derhamella;Apis derhamella Kirby, 1802;Bombus ruderarius (Muller, 1776);Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus
407155;Apis derhamellus;Apis derhamellus Kirby, 1802;Bombus ruderarius (Muller, 1776);Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Bombini;Bombus;Thoracobombus
1008717;Apis ericetorum;Apis ericetorum Panzer, 1801;Bombus hypnorum ericetorum (Panzer, 1801);Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Bombini;Bombus;
999720;Apis fabriciana;Apis fabriciana Linnaeus, 1767;Nomada fabriciana (Linnaeus, 1767);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;
790701;Apis femorata;Apis femorata Olivier, 1789;Anthophora femorata (Olivier, 1789);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Paramegilla
999721;Apis ferruginata;Apis ferruginata Linnaeus, 1767;Nomada ferruginata (Linnaeus, 1767);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;
996905;Apis flavoguttata;Apis flavoguttata Kirby, 1802;Nomada flavoguttata (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;
996903;Apis flavopicta;Apis flavopicta Kirby, 1802;Nomada flavopicta (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;
1008775;Apis floralis;Apis floralis Gmelin, 1790;Bombus pascuorum floralis (Gmelin, 1790);Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Bombini;Bombus;
1000428;Apis florentina;Apis florentina Fabricius, 1775;Anthidium florentinum (Fabricius, 1775);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Anthidium;Anthidium
850279;Apis florisomnis;Apis florisomnis Linnaeus, 1758;Chelostoma florisomne (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Chelostoma;
1000058;Apis fodiens;Apis fodiens Geoffroy in Fourcroy, 1785;Colletes fodiens (Geoffroy in Fourcroy, 1785);Arthropoda;Insecta;Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;
997034;Apis fulva;Apis fulva Muller, 1766;Andrena fulva (Muller, 1766);Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;Andrena;Andrena
997446;Apis fulvago;Apis fulvago Christ, 1791;Andrena fulvago (Christ, 1791);Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;Andrena;Chrysandrena
816825;Apis fulviventris;Apis fulviventris Panzer, 1798 non Scopoli, 1763;Osmia niveata (Fabricius, 1804);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Helicosmia
998628;Apis furcata;Apis furcata Panzer, 1798;Anthophora furcata (Panzer, 1798);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Anthophora;Clisodon
898948;Apis garrula;Apis garrula Rossi, 1790;Amegilla garrula (Rossi, 1790);Arthropoda;Insecta;Hymenoptera;Apidae;Anthophorinae;;Amegilla;Amegilla
946170;Apis globosa;Apis globosa Scopoli, 1763;Osmia bicornis globosa (Scopoli, 1763);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;
1000046;Apis glutinans;Apis glutinans Cuvier, 1797;Colletes succinctus (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Colletidae;Colletinae;Colletini;Colletes;
996897;Apis goodeniana;Apis goodeniana Kirby, 1802;Nomada goodeniana (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;
998578;Apis haemorrhoa;Apis haemorrhoa Fabricius, 1781;Andrena haemorrhoa (Fabricius, 1781);Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;Andrena;Trachandrena
850271;Apis helvola;Apis helvola Linnaeus, 1758;Andrena helvola (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;Andrena;
1001281;Apis hillana;Apis hillana Kirby, 1802;Nomada striata Fabricius, 1793;Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;
1000566;Apis hirta;Apis hirta Geoffroy in Fourcroy, 1785 non Schrank, 1781;Osmia leaiana (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Helicosmia
1000153;Apis hortensis;Apis hortensis Geoffroy in Fourcroy, 1785;Halictus quadricinctus (Fabricius, 1777);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;
998860;Apis hortorum;Apis hortorum Linnaeus, 1761;Bombus hortorum (Linnaeus, 1761);Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Bombini;Bombus;
850291;Apis hypnorum;Apis hypnorum Linnaeus, 1758;Bombus hypnorum (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Bombini;Bombus;
996836;Apis inermis;Apis inermis Kirby, 1802;Coelioxys inermis (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Coelioxys;Paracoelioxys
1000659;Apis interrupta;Apis interrupta Geoffroy in Fourcroy, 1785;Melecta luctuosa (Scopoli, 1770);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Melecta;Melecta
938450;Apis interrupta;Apis interrupta Fabricius, 1781;Trachusa interrupta (Fabricius, 1781);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Trachusa;Paraanthidium
996831;Apis jonella;Apis jonella Kirby, 1802;Bombus jonellus (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Bombini;Bombus;Pyrobombus
1000545;Apis lagopoda;Apis lagopoda Linnaeus, 1761;Megachile lagopoda (Linnaeus, 1761);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;
850289;Apis lapidaria;Apis lapidaria Linnaeus, 1758;Bombus lapidarius (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Bombini;Bombus;
996906;Apis lathburiana;Apis lathburiana Kirby, 1802;Nomada lathburiana (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;
815400;Apis leaiana;Apis leaiana Kirby, 1802;Osmia leaiana (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Helicosmia
1000558;Apis leporina;Apis leporina Panzer, 1799;Melitta leporina (Panzer, 1799);Arthropoda;Insecta;Hymenoptera;Melittidae;Melittinae;;Melitta;Melitta
996838;Apis leucomelana;Apis leucomelana Kirby, 1802;Hoplitis leucomelana (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea
996908;Apis leucophthalma;Apis leucophthalma Kirby, 1802;Nomada leucophthalma (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;
899052;Apis leucozonia;Apis leucozonia Schrank, 1781;Lasioglossum leucozonium (Schrank, 1781);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Leuchalictus
996890;Apis ligniseca;Apis ligniseca Kirby, 1802;Megachile ligniseca (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Megachile
999845;Apis liturata;Apis liturata Panzer, 1801;Pseudoanthidium nanum (Mocsary, 1881);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Pseudoanthidium;
850149;Apis longicornis;Apis longicornis Linnaeus, 1758;Eucera longicornis (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Apidae;Eucerinae;Eucerini;Eucera;
998971;Apis lucorum;Apis lucorum Linnaeus, 1761;Bombus lucorum (Linnaeus, 1761);Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Bombini;Bombus;
996806;Apis luctuosa;Apis luctuosa Scopoli, 1770;Melecta luctuosa (Scopoli, 1770);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Melectini;Melecta;Melecta
898950;Apis malvae;Apis malvae Rossi, 1790;Tetralonia malvae (Rossi, 1790);Arthropoda;Insecta;Hymenoptera;Apidae;Eucerinae;Eucerini;Tetralonia;
850276;Apis manicata;Apis manicata Linnaeus, 1758;Anthidium manicatum (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Anthidium;
996892;Apis maritima;Apis maritima Kirby, 1802;Megachile maritima (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;Xanthosarus
996910;Apis marshamella;Apis marshamella Kirby, 1802;Nomada marshamella (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Apidae;Nomadinae;Nomadini;Nomada;
239523;Apis mellifera;Apis mellifera Linnaeus, 1758;Apis mellifera Linnaeus, 1758;Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Apini;Apis;
854012;Apis mellifera mellifera;Apis mellifera mellifera Linnaeus, 1758;Apis mellifera mellifera Linnaeus, 1758;Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Apini;Apis;
53089;Apis mellifica;Apis mellifica Linnaeus, 1761;Apis mellifera Linnaeus, 1758;Arthropoda;Insecta;Hymenoptera;Apidae;Apinae;Apini;Apis;
898952;Apis minutissima;Apis minutissima Rossi, 1790;Nomioides minutissimus (Rossi, 1790);Arthropoda;Insecta;Hymenoptera;Halictidae;Nomioidinae;;Nomioides;
1000657;Apis muraria;Apis muraria Geoffroy in Fourcroy, 1785;Andrena agilissima agilissima (Scopoli, 1770);Arthropoda;Insecta;Hymenoptera;Andrenidae;Andreninae;;Andrena;
820952;Apis muraria;Apis muraria Olivier, 1789;Megachile parietina (Geoffroy in Fourcroy, 1785);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Megachilini;Megachile;
