CD_NOM;LB_NOM;NOM_COMPLET;NOM_VALIDE;PHYLUM;CLASSE;ORDRE;FAMILLE;SOUS_FAMILLE;TRIBU;GENRE;SOUS_GENRE
1000154;Halictus quadristrigatus;Halictus quadristrigatus Latreille, 1805;Halictus quadricinctus (Fabricius, 1777);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;
53145;Halictus rubicundus;Halictus rubicundus (Christ, 1791);Halictus rubicundus (Christ, 1791);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Protohalictus
1000068;Halictus rufitarsis;Halictus rufitarsis Nylander, 1848;Lasioglossum rufitarse (Zetterstedt, 1838);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus
1000379;Halictus rufitarsis;Halictus rufitarsis Zetterstedt, 1838;Lasioglossum rufitarse (Zetterstedt, 1838);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus
1000119;Halictus rufocinctus;Halictus rufocinctus Nylander, 1852;Lasioglossum subfasciatum (Imhoff, 1832);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Lasioglossum
1000364;Halictus sabulosus;Halictus sabulosus Warncke, 1986;Lasioglossum monstrificum (Morawitz, 1891);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus
53146;Halictus scabiosae;Halictus scabiosae (Rossi, 1790);Halictus scabiosae (Rossi, 1790);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Hexataenites
1000159;Halictus scardicus;Halictus scardicus Bluthgen, 1936;Halictus adjikenticus Bluthgen, 1923;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis
239707;Halictus seladonius;Halictus seladonius (Fabricius, 1794);Seladonia seladonia (Fabricius, 1794);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;Seladonia
1000386;Halictus semilucens;Halictus semilucens Alfken, 1914;Lasioglossum semilucens (Alfken, 1914);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus
997666;Halictus semipubescens;Halictus semipubescens Dours, 1872;Lasioglossum prasinum haemorrhoidale (Schenck, 1853);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;
53147;Halictus setulellus;Halictus setulellus Strand, 1909;Lasioglossum setulellum (Strand, 1909);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra
239708;Halictus sexcinctus;Halictus sexcinctus (Fabricius, 1775);Halictus sexcinctus (Fabricius, 1775);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Hexataenites
1000122;Halictus sexnotatus;Halictus sexnotatus (Kirby, 1802);Lasioglossum sexnotatum (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Lasioglossum
815650;Halictus sexstrigatus;Halictus sexstrigatus Schenck, 1869;Lasioglossum sexstrigatum (Schenck, 1869);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus
53148;Halictus simplex;Halictus simplex Bluthgen, 1923;Halictus simplex Bluthgen, 1923;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis
850164;Halictus smaragdulus;Halictus smaragdulus auct. non Vachal, 1895 partim 1;Seladonia gemmella Pauly, 2015;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;Seladonia
239709;Halictus smaragdulus;Halictus smaragdulus Vachal, 1895;Seladonia smaragdula (Vachal, 1895);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;Seladonia
850165;Halictus smaragdulus;Halictus smaragdulus auct. non Vachal, 1895 partim 2;Seladonia submediterranea Pauly, 2015;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;Seladonia
53149;Halictus smeathmanellus;Halictus smeathmanellus (Kirby, 1802);Lasioglossum smeathmanellum (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus
1000395;Halictus soror;Halictus soror Saunders, 1901;Lasioglossum soror (Saunders, 1901);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Dialictus
1000170;Halictus strictifrons;Halictus strictifrons Vachal, 1895;Lasioglossum strictifrons (Vachal, 1895);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus
1000163;Halictus subaurata corsus;Halictus subaurata corsus Bluthgen, 1933;Seladonia subaurata corsa (Bluthgen, 1933);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;
239710;Halictus subauratus;Halictus subauratus (Rossi, 1792);Seladonia subaurata (Rossi, 1792);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;Seladonia
1000328;Halictus subauratus alpigenus;Halictus subauratus alpigenus Dalla Torre, 1877;Lasioglossum alpigenum (Dalla Torre, 1877);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;
996171;Halictus subhirtus;Halictus subhirtus Lepeletier, 1841;Lasioglossum subhirtum (Lepeletier, 1841);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra
815651;Halictus tarsatus;Halictus tarsatus Schenck, 1869;Lasioglossum tarsatum (Schenck, 1869);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus
239711;Halictus tectus;Halictus tectus Radoszkowski, 1875;Seladonia vestita tecta (Radoszwkowski, 1875);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;
1000155;Halictus terebrator;Halictus terebrator Walckenaer, 1817;Lasioglossum calceatum (Scopoli, 1763);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra
239712;Halictus tetrazonius;Halictus tetrazonius (Klug in Germar, 1817);Halictus tetrazonius (Klug in Germar, 1817);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;
815653;Halictus transitorius;Halictus transitorius Schenck, 1869;Lasioglossum transitorium (Schenck, 1869);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus
997659;Halictus tricinctus;Halictus tricinctus Schenck, 1874;Lasioglossum tricinctum (Schenck, 1874);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra
883858;Halictus tridivisus;Halictus tridivisus Bluthgen, 1923;Halictus tridivisus Bluthgen, 1923;Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;
1000175;Halictus truncaticollis;Halictus truncaticollis Morawitz, 1877;Lasioglossum truncaticolle (Morawitz, 1877);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus
53150;Halictus tumulorum;Halictus tumulorum (Linnaeus, 1758);Seladonia tumulorum (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;
1000032;Halictus unguinosus;Halictus unguinosus Perez, 1903;Lasioglossum lucidulum (Schenck, 1861);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus
407167;Halictus veneticus;Halictus veneticus Ebmer, 1969;Halictus compressus (Walckenaer, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Monilapis
1000022;Halictus ventralis;Halictus ventralis Perez, 1903;Lasioglossum limbellum (Morawitz, 1876);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus
239714;Halictus vestitus;Halictus vestitus Lepeletier, 1841;Seladonia vestita (Lepeletier, 1841);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;Vestitohalictus
816772;Halictus vestitus tectus;Halictus vestitus tectus Radoszwkowski, 1875;Seladonia vestita tecta (Radoszwkowski, 1875);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;
53151;Halictus villosulus;Halictus villosulus (Kirby, 1802);Lasioglossum villosulum (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Hemihalictus
1000162;Halictus virescens;Halictus virescens Lepeletier, 1841;Seladonia subaurata subaurata (Rossi, 1792);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Seladonia;
1000066;Halictus vulpinus;Halictus vulpinus Nylander, 1852;Lasioglossum nigripes (Lepeletier, 1841);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Sphecodogastra
53153;Halictus xanthopus;Halictus xanthopus (Kirby, 1802);Lasioglossum xanthopus (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Lasioglossum
1000157;Halictus zebrus;Halictus zebrus Walckenaer, 1817;Halictus scabiosae (Rossi, 1790);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Halictus;Hexataenites
53154;Halictus zonulus;Halictus zonulus Smith, 1848;Lasioglossum zonulum (Smith, 1848);Arthropoda;Insecta;Hymenoptera;Halictidae;Halictinae;Halictini;Lasioglossum;Leuchalictus
996003;Heriades breviuscula;Heriades breviuscula Nylander, 1848;Stelis breviuscula (Nylander, 1848);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Anthidiini;Stelis;Stelis
52378;Heriades campanularum;Heriades campanularum (Kirby, 1802);Chelostoma campanularum (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Chelostoma;Foveosmia
815169;Heriades crenulata;Heriades crenulata Nylander, 1856;Heriades crenulata Nylander, 1856;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Heriades;Heriades
239715;Heriades crenulatus;Heriades crenulatus Nylander, 1856;Heriades crenulata Nylander, 1856;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Heriades;Heriades
997091;Heriades emarginata;Heriades emarginata Nylander, 1856;Chelostoma emarginatum (Nylander, 1856);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Chelostoma;Chelostoma
997095;Heriades foveolata;Heriades foveolata Morawitz, 1868;Chelostoma foveolatum (Morawitz, 1868);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Chelostoma;Foveosmia
1000670;Heriades glutinosa;Heriades glutinosa Giraud, 1872;Protosmia glutinosa (Giraud, 1872);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Protosmia;
1000555;Heriades glutinosus;Heriades glutinosus Giraud, 1872;Protosmia glutinosa (Giraud, 1872);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Protosmia;
997100;Heriades grandis;Heriades grandis Nylander, 1852;Chelostoma grande (Nylander, 1852);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Chelostoma;Chelostoma
239716;Heriades mocsaryi;Heriades mocsaryi (Schletterer, 1889);Chelostoma mocsaryi Schletterer, 1889;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Chelostoma;Chelostoma
1000668;Heriades nasuta;Heriades nasuta (Perez, 1895);Chelostoma nasutum Perez, 1895;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Chelostoma;
996013;Heriades rapunculi;Heriades rapunculi Lepeletier, 1841;Chelostoma rapunculi (Lepeletier, 1841);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Chelostoma;Gyrodromella
996010;Heriades robusta;Heriades robusta Nylander, 1848;Hoplitis robusta (Nylander, 1848);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Formicapis
239717;Heriades rubicola;Heriades rubicola Perez, 1890;Heriades rubicola Perez, 1890;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Heriades;Heriades
239718;Heriades truncorum;Heriades truncorum (Linnaeus, 1758);Heriades truncorum (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Heriades;
239719;Hoplitis acuticornis;Hoplitis acuticornis (Dufour & Perris, 1840);Hoplitis acuticornis (Dufour & Perris, 1840);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
997224;Hoplitis acuticornis acuticornis;Hoplitis acuticornis acuticornis (Dufour & Perris, 1840);Hoplitis acuticornis acuticornis (Dufour & Perris, 1840);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
239720;Hoplitis adunca;Hoplitis adunca (Panzer, 1798);Hoplitis adunca (Panzer, 1798);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis
239721;Hoplitis andrenoides;Hoplitis andrenoides (Spinola, 1807);Osmia andrenoides Spinola, 1807;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;
239722;Hoplitis annulata;Hoplitis annulata (Latreille, 1811);Hoplitis annulata (Latreille, 1811);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis
985900;Hoplitis annulata annulata;Hoplitis annulata annulata (Latreille, 1811);Hoplitis annulata annulata (Latreille, 1811);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
985897;Hoplitis annulata corsaria;Hoplitis annulata corsaria (Warncke, 1991);Hoplitis annulata corsaria (Warncke, 1991);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
239723;Hoplitis anthocopoides;Hoplitis anthocopoides (Schenck, 1853);Hoplitis anthocopoides (Schenck, 1853);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis
997229;Hoplitis anthocopoides anthocopoides;Hoplitis anthocopoides anthocopoides (Schenck, 1853);Hoplitis anthocopoides anthocopoides (Schenck, 1853);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
318001;Hoplitis antigae;Hoplitis antigae (Perez, 1895);Hoplitis antigae (Perez, 1895);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa
997230;Hoplitis antigae laevior;Hoplitis antigae laevior (Benoist, 1926);Hoplitis antigae laevior (Benoist, 1926);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
239724;Hoplitis benoisti;Hoplitis benoisti (Alfken, 1935);Hoplitis benoisti (Alfken, 1935);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis
239725;Hoplitis bihamata;Hoplitis bihamata (Costa, 1885);Hoplitis bihamata (Costa, 1885);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis
239726;Hoplitis bisulca;Hoplitis bisulca (Gerstacker, 1869);Hoplitis bisulca (Gerstacker, 1869);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa
239727;Hoplitis brachypogon;Hoplitis brachypogon (Perez, 1880);Hoplitis brachypogon (Perez, 1880);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
1000676;Hoplitis brachypogon brachypogon;Hoplitis brachypogon brachypogon (Perez, 1880);Hoplitis brachypogon brachypogon (Perez, 1880);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
239728;Hoplitis ciliaris;Hoplitis ciliaris (Perez, 1902);Hoplitis ciliaris (Perez, 1902);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea
239729;Hoplitis claviventris;Hoplitis claviventris (Thomson, 1872);Hoplitis claviventris (Thomson, 1872);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea
997241;Hoplitis claviventris claviventris;Hoplitis claviventris claviventris (Thomson, 1872);Hoplitis claviventris claviventris (Thomson, 1872);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
239730;Hoplitis crenulata;Hoplitis crenulata (Morawitz, 1871);Hoplitis annulata (Latreille, 1811);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis
239731;Hoplitis cristata;Hoplitis cristata (Fonscolombe, 1846);Hoplitis cristatula (Van der Zanden, 1990);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
239732;Hoplitis cristatula;Hoplitis cristatula (Van der Zanden, 1990);Hoplitis cristatula (Van der Zanden, 1990);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
239734;Hoplitis curtula;Hoplitis curtula (Perez, 1895);Hoplitis curtula (Perez, 1895);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea
239733;Hoplitis curvipes;Hoplitis curvipes (Morawitz, 1871);Hoplitis curvipes (Morawitz, 1871);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea
239735;Hoplitis dalmatica;Hoplitis dalmatica (Morawitz, 1871);Hoplitis dalmatica (Morawitz, 1871);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa
239736;Hoplitis erythrogastra;Hoplitis erythrogastra (Ferton, 1905);Osmia erythrogastra Ferton, 1905;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Erythrosmia
814934;Hoplitis fasciculata;Hoplitis fasciculata (Alfken in Nadig & Nadig, 1934);Hoplitis fasciculata (Alfken in Nadig & Nadig, 1934);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
814836;Hoplitis jakovlevi;Hoplitis jakovlevi (Radoszkowski, 1874);Hoplitis jakovlevi (Radoszkowski, 1874);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa
239737;Hoplitis lepeletieri;Hoplitis lepeletieri (Perez, 1880);Hoplitis lepeletieri (Perez, 1880);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
239738;Hoplitis leucomelana;Hoplitis leucomelana (Kirby, 1802);Hoplitis leucomelana (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea
814840;Hoplitis lithodorae;Hoplitis lithodorae Muller, 2012;Hoplitis lithodorae Muller, 2012;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis
239739;Hoplitis loti;Hoplitis loti (Morawitz, 1867);Hoplitis loti (Morawitz, 1867);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis
318027;Hoplitis manicata;Hoplitis manicata (Morice, 1901);Hoplitis manicata (Morice, 1901);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis
318028;Hoplitis marchali;Hoplitis marchali (Perez, 1902);Hoplitis marchali (Perez, 1902);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
239740;Hoplitis mitis;Hoplitis mitis (Nylander, 1852);Hoplitis mitis (Nylander, 1852);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea
997265;Hoplitis mitis mitis;Hoplitis mitis mitis (Nylander, 1852);Hoplitis mitis mitis (Nylander, 1852);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
239741;Hoplitis mocsaryi;Hoplitis mocsaryi (Friese, 1895);Hoplitis mocsaryi (Friese, 1895);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa
815086;Hoplitis mucida;Hoplitis mucida auct. non (Dours, 1873);Hoplitis stecki (Frey-Gessner, 1908);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis
932178;Hoplitis mucida stecki;Hoplitis mucida stecki (Frey-Gessner, 1908);Hoplitis stecki (Frey-Gessner, 1908);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis
239742;Hoplitis nasuta;Hoplitis nasuta (Friese, 1899);Osmia nasuta Friese, 1899;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;
814842;Hoplitis occidentalis;Hoplitis occidentalis Muller, 2012;Hoplitis occidentalis Muller, 2012;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea
239743;Hoplitis ochraceicornis;Hoplitis ochraceicornis (Ferton, 1903);Hoplitis ochraceicornis (Ferton, 1903);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
239744;Hoplitis papaveris;Hoplitis papaveris (Latreille, 1799);Hoplitis papaveris (Latreille, 1799);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa
239745;Hoplitis perezi;Hoplitis perezi (Ferton, 1895);Hoplitis perezi (Ferton, 1895);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa
239746;Hoplitis praestans;Hoplitis praestans (Morawitz, 1894);Hoplitis praestans (Morawitz, 1894);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
239747;Hoplitis ravouxi;Hoplitis ravouxi (Perez, 1902);Hoplitis ravouxi (Perez, 1902);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis
239748;Hoplitis robusta;Hoplitis robusta (Nylander, 1848);Hoplitis robusta (Nylander, 1848);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Formicapis
239749;Hoplitis serrilabris;Hoplitis serrilabris (Morawitz, 1875);Hoplitis jakovlevi (Radoszkowski, 1874);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa
932179;Hoplitis stecki;Hoplitis stecki (Frey-Gessner, 1908);Hoplitis stecki (Frey-Gessner, 1908);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Hoplitis
318045;Hoplitis tenuispina;Hoplitis tenuispina (Alfken, 1936);Hoplitis tenuispina (Alfken, 1936);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
239750;Hoplitis tergestensis;Hoplitis tergestensis (Ducke, 1897);Osmia tergestensis Ducke, 1897;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Tergosmia
239751;Hoplitis tridentata;Hoplitis tridentata (Dufour & Perris, 1840);Hoplitis tridentata (Dufour & Perris, 1840);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
239752;Hoplitis tuberculata;Hoplitis tuberculata (Nylander, 1848);Hoplitis tuberculata (Nylander, 1848);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Alcidamea
1000674;Hoplitis tuberculata cylindrica;Hoplitis tuberculata cylindrica (Giraud, 1857);Hoplitis tuberculata cylindrica (Giraud, 1857);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;
239753;Hoplitis villosa;Hoplitis villosa (Schenck, 1853);Hoplitis villosa (Schenck, 1853);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Hoplitis;Anthocopa
239754;Hoplosmia anceyi;Hoplosmia anceyi (Perez, 1880);Osmia anceyi Perez, 1880;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;
1000677;Hoplosmia anceyi anceyi;Hoplosmia anceyi anceyi (Perez, 1880);Osmia anceyi anceyi Perez, 1880;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;
239755;Hoplosmia bidentata;Hoplosmia bidentata (Morawitz, 1875);Osmia bidentata Morawitz, 1875;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;
1000679;Hoplosmia bidentata bidentata;Hoplosmia bidentata bidentata (Morawitz, 1875);Osmia bidentata bidentata Morawitz, 1875;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;
239756;Hoplosmia ligurica;Hoplosmia ligurica (Morawitz, 1868);Osmia ligurica Morawitz, 1868;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Hoplosmia
239757;Hoplosmia scutellaris;Hoplosmia scutellaris (Morawitz, 1868);Osmia scutellaris Morawitz, 1868;Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Hoplosmia
239758;Hoplosmia spinulosa;Hoplosmia spinulosa (Kirby, 1802);Osmia spinulosa (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Megachilidae;Megachilinae;Osmiini;Osmia;Hoplosmia
1000642;Hylaeus albilabris;Hylaeus albilabris Fabricius, 1793;Ceratina cucurbitina (Rossi, 1792);Arthropoda;Insecta;Hymenoptera;Apidae;Xylocopinae;Ceratinini;Ceratina;Ceratina
239759;Hylaeus alpinus;Hylaeus alpinus (Morawitz, 1867);Hylaeus alpinus (Morawitz, 1867);Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeinae;;Hylaeus;Spatulariella
239760;Hylaeus angustatus;Hylaeus angustatus (Schenck, 1861);Hylaeus angustatus (Schenck, 1861);Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeinae;;Hylaeus;
939303;Hylaeus angustatus angustatus;Hylaeus angustatus angustatus (Schenck, 1861);Hylaeus angustatus angustatus (Schenck, 1861);Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeinae;;Hylaeus;
939304;Hylaeus angustatus punctifrons;Hylaeus angustatus punctifrons (Perez, 1903);Hylaeus angustatus punctifrons (Perez, 1903);Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeinae;;Hylaeus;
239761;Hylaeus annularis;Hylaeus annularis (Kirby, 1802);Hylaeus annularis (Kirby, 1802);Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeinae;;Hylaeus;Lambdopsis
239762;Hylaeus annulatus;Hylaeus annulatus (Linnaeus, 1758);Hylaeus annulatus (Linnaeus, 1758);Arthropoda;Insecta;Hymenoptera;Colletidae;Hylaeinae;;Hylaeus;
