"CD_NOM";"LB_NOM";"LB_AUTHOR";"INHERITED_FROM";"LB_NOM_INHERITED_FROM";"LB_AUTEUR_INHERITED_FROM";"ORIGIN";"KINGDOM";"PHYLUM";"CLASS";"ORDER";"FAMILY";"SUBFAMILY";"TRIBE";"GENUS";"GROUP1_INPN";"GROUP2_INPN";"GROUP3_INPN";"ALTITUDE";"UNIT";"STATISTIC";"GEOGRAPHIC_EXTENT";"SOURCE";"DATASET_ID";"DATASET_TITLE";"CD_TRAIT";"UNIT_ID";"STATISTIC_ID";"GEOGRAPHIC_EXTENT_ID";"SOURCE_ID"
239347;"Andrena flavipes";"Panzer, 1799";239347;"Andrena flavipes";"Panzer, 1799";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875651;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239348;"Andrena florea";"Fabricius, 1793";239348;"Andrena florea";"Fabricius, 1793";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875655;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239348;"Andrena florea";"Fabricius, 1793";239348;"Andrena florea";"Fabricius, 1793";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1600;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873419;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239349;"Andrena floricola";"Eversmann, 1852";239349;"Andrena floricola";"Eversmann, 1852";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1600;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873423;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239349;"Andrena floricola";"Eversmann, 1852";239349;"Andrena floricola";"Eversmann, 1852";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875659;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239350;"Andrena florivaga";"Eversmann, 1852";239350;"Andrena florivaga";"Eversmann, 1852";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875663;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239350;"Andrena florivaga";"Eversmann, 1852";239350;"Andrena florivaga";"Eversmann, 1852";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";800;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873427;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239351;"Andrena fucata";"Smith, 1847";239351;"Andrena fucata";"Smith, 1847";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875671;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239351;"Andrena fucata";"Smith, 1847";239351;"Andrena fucata";"Smith, 1847";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2100;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873435;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239352;"Andrena fulvago";"(Christ, 1791)";239352;"Andrena fulvago";"(Christ, 1791)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2100;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873443;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239352;"Andrena fulvago";"(Christ, 1791)";239352;"Andrena fulvago";"(Christ, 1791)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875679;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239353;"Andrena fulvata";"Stoeckhert, 1930";239353;"Andrena fulvata";"Stoeckhert, 1930";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875683;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239353;"Andrena fulvata";"Stoeckhert, 1930";239353;"Andrena fulvata";"Stoeckhert, 1930";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1600;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873447;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239354;"Andrena fulvida";"Schenck, 1853";239354;"Andrena fulvida";"Schenck, 1853";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875691;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239354;"Andrena fulvida";"Schenck, 1853";239354;"Andrena fulvida";"Schenck, 1853";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";800;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873455;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239355;"Andrena fuscipes";"(Kirby, 1802)";239355;"Andrena fuscipes";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1600;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873459;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239355;"Andrena fuscipes";"(Kirby, 1802)";239355;"Andrena fuscipes";"(Kirby, 1802)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875695;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239356;"Andrena fuscosa";"Erichson in Waltl, 1835";239356;"Andrena fuscosa";"Erichson in Waltl, 1835";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875699;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239356;"Andrena fuscosa";"Erichson in Waltl, 1835";239356;"Andrena fuscosa";"Erichson in Waltl, 1835";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";800;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873463;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239358;"Andrena gelriae";"van der Vecht, 1927";239358;"Andrena gelriae";"van der Vecht, 1927";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2100;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873471;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239358;"Andrena gelriae";"van der Vecht, 1927";239358;"Andrena gelriae";"van der Vecht, 1927";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875703;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239359;"Andrena granulosa";"Pérez, 1902";239359;"Andrena granulosa";"Pérez, 1902";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";800;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873475;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239359;"Andrena granulosa";"Pérez, 1902";239359;"Andrena granulosa";"Pérez, 1902";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875707;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239360;"Andrena gravida";"Imhoff, 1832";239360;"Andrena gravida";"Imhoff, 1832";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2100;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873479;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239360;"Andrena gravida";"Imhoff, 1832";239360;"Andrena gravida";"Imhoff, 1832";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875711;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239362;"Andrena haemorrhoa";"(Fabricius, 1781)";239362;"Andrena haemorrhoa";"(Fabricius, 1781)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1600;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873483;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239362;"Andrena haemorrhoa";"(Fabricius, 1781)";239362;"Andrena haemorrhoa";"(Fabricius, 1781)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875715;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239363;"Andrena hattorfiana";"(Fabricius, 1775)";239363;"Andrena hattorfiana";"(Fabricius, 1775)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875719;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239363;"Andrena hattorfiana";"(Fabricius, 1775)";239363;"Andrena hattorfiana";"(Fabricius, 1775)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1600;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873487;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239365;"Andrena helvola";"(Linnaeus, 1758)";239365;"Andrena helvola";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2100;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873491;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239365;"Andrena helvola";"(Linnaeus, 1758)";239365;"Andrena helvola";"(Linnaeus, 1758)";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";800;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875723;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239366;"Andrena hesperia";"Smith, 1853";239366;"Andrena hesperia";"Smith, 1853";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1600;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873495;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239366;"Andrena hesperia";"Smith, 1853";239366;"Andrena hesperia";"Smith, 1853";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875727;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239368;"Andrena humilis";"Imhoff, 1832";239368;"Andrena humilis";"Imhoff, 1832";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2100;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873499;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239368;"Andrena humilis";"Imhoff, 1832";239368;"Andrena humilis";"Imhoff, 1832";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875731;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239369;"Andrena hypopolia";"Schmiedeknecht, 1883";239369;"Andrena hypopolia";"Schmiedeknecht, 1883";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";800;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873503;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239369;"Andrena hypopolia";"Schmiedeknecht, 1883";239369;"Andrena hypopolia";"Schmiedeknecht, 1883";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875735;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239370;"Andrena hystrix";"Schmiedeknecht, 1883";239370;"Andrena hystrix";"Schmiedeknecht, 1883";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"<br />Kemp, J.R., Michez, D., Nieto, A., Radchenko, V. &amp; Roberts, S. 2014. Andrena hystrix. The IUCN Red List of Threatened Species 2014: e.T19198684A63265513.<br />&nbsp;";"2.0";"Abeilles";875739;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444662"
239370;"Andrena hystrix";"Schmiedeknecht, 1883";239370;"Andrena hystrix";"Schmiedeknecht, 1883";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";1600;" m";" maximum";"";"<br />Kemp, J.R., Michez, D., Nieto, A., Radchenko, V. &amp; Roberts, S. 2014. Andrena hystrix. The IUCN Red List of Threatened Species 2014: e.T19198684A63265513.<br />&nbsp;";"2.0";"Abeilles";873507;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444662"
239371;"Andrena impunctata";"Pérez, 1895";239371;"Andrena impunctata";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";0;" m";" minimum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";875743;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/400";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239371;"Andrena impunctata";"Pérez, 1895";239371;"Andrena impunctata";"Pérez, 1895";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";800;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873511;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
239372;"Andrena intermedia";"Thomson, 1870";239372;"Andrena intermedia";"Thomson, 1870";"directe";"Animalia";"Arthropoda";"Insecta";"Hymenoptera";"Andrenidae";"Andreninae";"";"Andrena";"Arthropodes";"Insectes";"Hyménoptères";2100;" m";" maximum";"";"Scheuchl E. &amp; Willner W. 2016. <em>Taschenlexikon der Wildbienen Europas</em>. Quelle &amp; Meyer Verlag Wiebelsheim. 920 pp.";"2.0";"Abeilles";873515;"https://taxref.mnhn.fr/taxref-web/traits/values/201";"https://taxref.mnhn.fr/taxref-web/traits/values/410";"";"https://taxref.mnhn.fr/taxref-web/docs/444787"
